product_ndc	class_name
0603-3633	5-alpha Reductase Inhibitors
0603-3899	Corticosteroid Hormone Receptor Agonists
0603-3900	Corticosteroid Hormone Receptor Agonists
0603-3901	Corticosteroid Hormone Receptor Agonists
0603-3967	Histamine Receptor Antagonists
0603-3968	Histamine Receptor Antagonists
0603-3969	Histamine Receptor Antagonists
0603-4021	Cyclooxygenase Inhibitors
0603-4022	Cyclooxygenase Inhibitors
0603-4023	Cyclooxygenase Inhibitors
0603-4180	Aromatase Inhibitors
0603-4224	Angiotensin 2 Receptor Antagonists
0603-4225	Angiotensin 2 Receptor Antagonists
0603-4226	Angiotensin 2 Receptor Antagonists
0603-4228	Angiotensin 2 Receptor Antagonists
0603-4229	Angiotensin 2 Receptor Antagonists
0603-4230	Angiotensin 2 Receptor Antagonists
0603-4372	Cyclooxygenase Inhibitors
0603-4415	Full Opioid Agonists
0603-4416	Full Opioid Agonists
0603-4593	Corticosteroid Hormone Receptor Agonists
0603-4614	Dopamine D2 Antagonists
0603-4615	Dopamine D2 Antagonists
0603-4975	Cholinergic Muscarinic Antagonists
0603-4978	Full Opioid Agonists
0603-4998	Full Opioid Agonists
0603-5482	Adrenergic Beta-antagonists
0603-5483	Adrenergic Beta-antagonists
0603-5484	Adrenergic Beta-antagonists
0603-5485	Adrenergic Beta-antagonists
0603-5486	Adrenergic Beta-antagonists
0603-5763	Aldosterone Antagonists
0603-5764	Aldosterone Antagonists
0603-5765	Aldosterone Antagonists
0603-5780	Dihydrofolate Reductase Inhibitors
0603-5781	Dihydrofolate Reductase Inhibitors
0603-5914	Angiotensin 2 Receptor Antagonists
0603-5915	Angiotensin 2 Receptor Antagonists
0603-5916	Angiotensin 2 Receptor Antagonists
0603-5926	Angiotensin 2 Receptor Antagonists
0603-5927	Angiotensin 2 Receptor Antagonists
0603-5928	Angiotensin 2 Receptor Antagonists
0603-6149	Serotonin Uptake Inhibitors
0603-6149	Norepinephrine Uptake Inhibitors
0603-6150	Serotonin Uptake Inhibitors
0603-6150	Norepinephrine Uptake Inhibitors
0603-6151	Serotonin Uptake Inhibitors
0603-6151	Norepinephrine Uptake Inhibitors
0603-6156	Norepinephrine Uptake Inhibitors
0603-6156	Serotonin Uptake Inhibitors
0603-6157	Serotonin Uptake Inhibitors
0603-6157	Norepinephrine Uptake Inhibitors
0603-6468	Gaba A Agonists
0603-6469	Gaba A Agonists
0603-7039	Corticosteroid Hormone Receptor Agonists
0603-7606	Estrogen Receptor Agonists
0603-7607	Estrogen Receptor Agonists
0603-7781	Corticosteroid Hormone Receptor Agonists
0603-7785	Corticosteroid Hormone Receptor Agonists
0603-7831	Androgen Receptor Agonists
0603-7861	Corticosteroid Hormone Receptor Agonists
0603-7862	Corticosteroid Hormone Receptor Agonists
0603-7864	Corticosteroid Hormone Receptor Agonists
0603-9063	Histamine H1 Receptor Antagonists
0603-9388	Corticosteroid Hormone Receptor Agonists
0603-9418	Histamine H2 Receptor Antagonists
0615-0378	Phosphate Chelating Activity
0641-0121	Full Opioid Agonists
0641-0367	Corticosteroid Hormone Receptor Agonists
0641-0376	Histamine H1 Receptor Antagonists
0641-2341	Full Opioid Agonists
0641-2965	Adrenergic Beta-antagonists
0641-6006	Cholinergic Muscarinic Antagonists
0641-6006	Cholinergic Antagonists
0641-6013	Calcium Channel Antagonists
0641-6014	Calcium Channel Antagonists
0641-6015	Calcium Channel Antagonists
0641-6019	Full Opioid Agonists
0641-6020	Full Opioid Agonists
0641-6021	Histamine H2 Receptor Antagonists
0641-6022	Histamine H2 Receptor Antagonists
0641-6023	Histamine H2 Receptor Antagonists
0641-6024	Full Opioid Agonists
0641-6025	Full Opioid Agonists
0641-6026	Full Opioid Agonists
0641-6027	Full Opioid Agonists
0641-6028	Full Opioid Agonists
0641-6029	Full Opioid Agonists
0641-6030	Full Opioid Agonists
0641-6039	Full Opioid Agonists
0641-6040	Full Opioid Agonists
0641-6041	Cyclooxygenase Inhibitors
0641-6042	Cyclooxygenase Inhibitors
0641-6043	Cyclooxygenase Inhibitors
0641-6052	Full Opioid Agonists
0641-6053	Full Opioid Agonists
0641-6054	Full Opioid Agonists
0641-6065	Phosphodiesterase 3 Inhibitors
0641-6067	Phosphodiesterase 3 Inhibitors
0641-6068	Full Opioid Agonists
0641-6070	Full Opioid Agonists
0641-6071	Full Opioid Agonists
0641-6072	Full Opioid Agonists
0641-6073	Full Opioid Agonists
0641-6075	Full Opioid Agonists
0641-6076	Cholinesterase Inhibitors
0641-6077	Cholinesterase Inhibitors
0641-6078	Serotonin 3 Receptor Antagonists
0641-6079	Serotonin 3 Receptor Antagonists
0641-6080	Serotonin 3 Receptor Antagonists
0641-6088	Adrenergic Alpha1-agonists
0641-6110	Full Opioid Agonists
0641-6111	Full Opioid Agonists
0641-6112	Full Opioid Agonists
0641-6113	Adenosine Receptor Agonists
0641-6140	Cholinesterase Inhibitors
0641-6141	Cholinesterase Inhibitors
0641-6142	Adrenergic Alpha1-agonists
0642-0072	Phosphate Chelating Activity
0642-0079	Phosphate Chelating Activity
0642-0207	Phosphate Chelating Activity
0682-0480	Adrenergic Alpha-agonists
0682-1570	Phosphate Chelating Activity
0682-3001	Phosphate Chelating Activity
0703-0018	Full Opioid Agonists
0703-0031	Corticosteroid Hormone Receptor Agonists
0703-0043	Corticosteroid Hormone Receptor Agonists
0703-0045	Corticosteroid Hormone Receptor Agonists
0703-0051	Corticosteroid Hormone Receptor Agonists
0703-0063	Corticosteroid Hormone Receptor Agonists
0703-0110	Full Opioid Agonists
0703-0113	Full Opioid Agonists
0703-1153	Adrenergic Alpha-agonists
0703-1153	Adrenergic Beta-agonists
0703-1501	Prostaglandin Receptor Agonists
0703-3015	Nucleic Acid Synthesis Inhibitors
0703-3018	Nucleic Acid Synthesis Inhibitors
0703-3019	Nucleic Acid Synthesis Inhibitors
0703-3301	Somatostatin Receptor Agonists
0703-3311	Somatostatin Receptor Agonists
0703-3321	Somatostatin Receptor Agonists
0703-3333	Somatostatin Receptor Agonists
0703-3343	Somatostatin Receptor Agonists
0703-3427	Alkylating Activity
0703-3429	Alkylating Activity
0703-3671	Folic Acid Metabolism Inhibitors
0703-3673	Folic Acid Metabolism Inhibitors
0703-3675	Folic Acid Metabolism Inhibitors
0703-3678	Folic Acid Metabolism Inhibitors
0703-4502	Dopamine D2 Antagonists
0703-4636	Alkylating Activity
0703-4680	Topoisomerase Inhibitors
0703-4685	Topoisomerase Inhibitors
0703-4686	Topoisomerase Inhibitors
0703-4714	Topoisomerase Inhibitors
0703-4852	Nucleic Acid Synthesis Inhibitors
0703-5040	Topoisomerase Inhibitors
0703-5043	Topoisomerase Inhibitors
0703-5046	Topoisomerase Inhibitors
0703-5075	Alkylating Activity
0703-5233	Topoisomerase Inhibitors
0703-5653	Topoisomerase Inhibitors
0703-5656	Topoisomerase Inhibitors
0703-5657	Topoisomerase Inhibitors
0703-5775	Nucleic Acid Synthesis Inhibitors
0703-5778	Nucleic Acid Synthesis Inhibitors
0703-5854	Nucleic Acid Synthesis Inhibitors
0703-7221	Serotonin 3 Receptor Antagonists
0703-7226	Serotonin 3 Receptor Antagonists
0703-7351	Serotonin 1d Receptor Agonists
0703-7351	Serotonin 1b Receptor Agonists
0703-8401	Angiotensin-converting Enzyme Inhibitors
0703-8411	Angiotensin-converting Enzyme Inhibitors
0703-8776	Adenosine Receptor Agonists
0703-8777	Adenosine Receptor Agonists
0703-9503	Dihydrofolate Reductase Inhibitors
0703-9514	Dihydrofolate Reductase Inhibitors
0703-9526	Dihydrofolate Reductase Inhibitors
0713-0176	Cyclooxygenase Inhibitors
0713-0222	Corticosteroid Hormone Receptor Agonists
0713-0223	Corticosteroid Hormone Receptor Agonists
0713-0224	Corticosteroid Hormone Receptor Agonists
0713-0317	Protein Synthesis Inhibitors
0713-0324	Corticosteroid Hormone Receptor Agonists
0713-0503	Corticosteroid Hormone Receptor Agonists
0713-0535	Adrenergic Alpha1-agonists
0713-0631	Corticosteroid Hormone Receptor Agonists
0713-0632	Corticosteroid Hormone Receptor Agonists
0713-0638	Protein Synthesis Inhibitors
0713-0639	Corticosteroid Hormone Receptor Agonists
0713-0640	Corticosteroid Hormone Receptor Agonists
0713-0703	Opioid Agonists
0713-0704	Opioid Agonists
0781-1053	Dopamine Uptake Inhibitors
0781-1053	Norepinephrine Uptake Inhibitors
0781-1064	Norepinephrine Uptake Inhibitors
0781-1064	Dopamine Uptake Inhibitors
0781-1078	Adrenergic Beta-antagonists
0781-1181	Adrenergic Beta-antagonists
0781-1182	Adrenergic Beta-antagonists
0781-1183	Adrenergic Beta-antagonists
0781-1223	Adrenergic Beta-antagonists
0781-1228	Adrenergic Beta-antagonists
0781-1381	Cyclooxygenase Inhibitors
0781-1506	Adrenergic Beta-antagonists
0781-1507	Adrenergic Beta-antagonists
0781-1599	Aldosterone Antagonists
0781-1646	Cyclooxygenase Inhibitors
0781-1653	Cyclooxygenase Inhibitors
0781-1679	Serotonin 3 Receptor Antagonists
0781-1681	Serotonin 3 Receptor Antagonists
0781-1683	Histamine H1 Receptor Antagonists
0781-1684	Histamine H1 Receptor Antagonists
0781-1785	Cyclooxygenase Inhibitors
0781-1787	Cyclooxygenase Inhibitors
0781-1789	Cyclooxygenase Inhibitors
0781-1879	Serotonin 3 Receptor Antagonists
0781-1883	Histamine H2 Receptor Antagonists
0781-1884	Histamine H2 Receptor Antagonists
0781-2048	M2 Protein Inhibitors
0781-2051	Adrenergic Alpha-antagonists
0781-2052	Adrenergic Alpha-antagonists
0781-2053	Adrenergic Alpha-antagonists
0781-2054	Adrenergic Alpha-antagonists
0781-2076	Adrenergic Alpha-antagonists
0781-2081	Phosphate Chelating Activity
0781-2147	Proton Pump Inhibitors
0781-2148	Proton Pump Inhibitors
0781-2191	Serotonin Uptake Inhibitors
0781-2192	Serotonin Uptake Inhibitors
0781-2193	Serotonin Uptake Inhibitors
0781-2194	Serotonin Uptake Inhibitors
0781-2195	Serotonin Uptake Inhibitors
0781-2232	Cytochrome P450 2c19 Inhibitors
0781-2232	Proton Pump Inhibitors
0781-2233	Cytochrome P450 2c19 Inhibitors
0781-2233	Proton Pump Inhibitors
0781-2234	Cytochrome P450 2c19 Inhibitors
0781-2234	Proton Pump Inhibitors
0781-2260	Norepinephrine Uptake Inhibitors
0781-2261	Norepinephrine Uptake Inhibitors
0781-2262	Norepinephrine Uptake Inhibitors
0781-2263	Norepinephrine Uptake Inhibitors
0781-2264	Norepinephrine Uptake Inhibitors
0781-2265	Norepinephrine Uptake Inhibitors
0781-2266	Norepinephrine Uptake Inhibitors
0781-2271	Calcium Channel Antagonists
0781-2272	Calcium Channel Antagonists
0781-2273	Calcium Channel Antagonists
0781-2274	Calcium Channel Antagonists
0781-2277	Calcium Channel Antagonists
0781-2279	Calcium Channel Antagonists
0781-2325	Cyclooxygenase Inhibitors
0781-2350	Cyclooxygenase Inhibitors
0781-2452	Calcium Channel Antagonists
0781-2453	Calcium Channel Antagonists
0781-2454	Calcium Channel Antagonists
0781-2455	Calcium Channel Antagonists
0781-2456	Calcium Channel Antagonists
0781-2457	Calcium Channel Antagonists
0781-2614	Cholinesterase Inhibitors
0781-2615	Cholinesterase Inhibitors
0781-2616	Cholinesterase Inhibitors
0781-2617	Cholinesterase Inhibitors
0781-2672	Phosphate Chelating Activity
0781-2691	Alkylating Activity
0781-2692	Alkylating Activity
0781-2693	Alkylating Activity
0781-2694	Alkylating Activity
0781-2695	Alkylating Activity
0781-2696	Alkylating Activity
0781-2822	Serotonin Uptake Inhibitors
0781-2823	Serotonin Uptake Inhibitors
0781-2824	Serotonin Uptake Inhibitors
0781-2855	Histamine H2 Receptor Antagonists
0781-2865	Histamine H2 Receptor Antagonists
0781-3005	Dopamine Agonists
0781-3010	Serotonin 3 Receptor Antagonists
0781-3040	Cholinesterase Inhibitors
0781-3071	Adrenergic Beta-antagonists
0781-3073	Androgen Receptor Agonists
0781-3074	Androgen Receptor Agonists
0781-3084	Corticosteroid Hormone Receptor Agonists
0781-3085	Corticosteroid Hormone Receptor Agonists
0781-3110	Beta Lactamase Inhibitors
0781-3113	Beta Lactamase Inhibitors
0781-3114	Beta Lactamase Inhibitors
0781-3131	Corticosteroid Hormone Receptor Agonists
0781-3132	Corticosteroid Hormone Receptor Agonists
0781-3136	Corticosteroid Hormone Receptor Agonists
0781-3137	Corticosteroid Hormone Receptor Agonists
0781-3139	Nucleic Acid Synthesis Inhibitors
0781-3164	Somatostatin Receptor Agonists
0781-3165	Somatostatin Receptor Agonists
0781-3166	Somatostatin Receptor Agonists
0781-3167	Somatostatin Receptor Agonists
0781-3168	Somatostatin Receptor Agonists
0781-3169	Serotonin 1d Receptor Agonists
0781-3169	Serotonin 1b Receptor Agonists
0781-3170	Serotonin 1b Receptor Agonists
0781-3170	Serotonin 1d Receptor Agonists
0781-3172	Serotonin 1d Receptor Agonists
0781-3172	Serotonin 1b Receptor Agonists
0781-3173	Serotonin 1d Receptor Agonists
0781-3173	Serotonin 1b Receptor Agonists
0781-3174	Serotonin 1b Receptor Agonists
0781-3174	Serotonin 1d Receptor Agonists
0781-3204	Calcium Channel Antagonists
0781-3243	Corticosteroid Hormone Receptor Agonists
0781-3245	Corticosteroid Hormone Receptor Agonists
0781-3253	Nucleic Acid Synthesis Inhibitors
0781-3285	Thrombin Inhibitors
0781-3314	Thrombin Inhibitors
0781-3344	Beta Lactamase Inhibitors
0781-3350	Beta Lactamase Inhibitors
0781-3367	Beta Lactamase Inhibitors
0781-3777	Adrenergic Beta-antagonists
0781-5017	Cyclooxygenase Inhibitors
0781-5022	Corticosteroid Hormone Receptor Agonists
0781-5148	Potassium Channel Antagonists
0781-5149	Potassium Channel Antagonists
0781-5150	Potassium Channel Antagonists
0781-5173	Serotonin 3 Receptor Antagonists
0781-5192	Serotonin 3 Receptor Antagonists
0781-5204	Angiotensin 2 Receptor Antagonists
0781-5206	Angiotensin 2 Receptor Antagonists
0781-5207	Angiotensin 2 Receptor Antagonists
0781-5208	Dna Polymerase Inhibitors
0781-5209	Dna Polymerase Inhibitors
0781-5220	Adrenergic Beta-antagonists
0781-5221	Adrenergic Beta2-antagonists
0781-5221	Adrenergic Alpha-antagonists
0781-5221	Adrenergic Beta1-antagonists
0781-5222	Adrenergic Alpha-antagonists
0781-5222	Adrenergic Beta1-antagonists
0781-5222	Adrenergic Beta2-antagonists
0781-5223	Adrenergic Beta2-antagonists
0781-5223	Adrenergic Alpha-antagonists
0781-5223	Adrenergic Beta1-antagonists
0781-5224	Adrenergic Alpha-antagonists
0781-5224	Adrenergic Beta1-antagonists
0781-5224	Adrenergic Beta2-antagonists
0781-5225	Adrenergic Beta-antagonists
0781-5226	Histamine H1 Receptor Antagonists
0781-5229	Adrenergic Beta-antagonists
0781-5231	Hydroxymethylglutaryl-coa Reductase Inhibitors
0781-5232	Hydroxymethylglutaryl-coa Reductase Inhibitors
0781-5234	Hydroxymethylglutaryl-coa Reductase Inhibitors
0781-5235	Hydroxymethylglutaryl-coa Reductase Inhibitors
0781-5238	Serotonin 3 Receptor Antagonists
0781-5239	Serotonin 3 Receptor Antagonists
0781-5248	Dopamine Agonists
0781-5249	Dopamine Agonists
0781-5250	Dopamine Agonists
0781-5251	Dopamine Agonists
0781-5252	Dopamine Agonists
0781-5274	Cholinesterase Inhibitors
0781-5275	Cholinesterase Inhibitors
0781-5276	Cholinesterase Inhibitors
0781-5277	Cholinesterase Inhibitors
0781-5281	Dopamine Agonists
0781-5283	Histamine H1 Receptor Antagonists
0781-5284	Histamine H1 Receptor Antagonists
0781-5317	Gaba A Agonists
0781-5318	Gaba A Agonists
0781-5356	Aromatase Inhibitors
0781-5381	Phosphate Chelating Activity
0781-5382	Phosphate Chelating Activity
0781-5384	Phosphate Chelating Activity
0781-5388	Phosphate Chelating Activity
0781-5409	Androgen Receptor Antagonists
0781-5420	Peroxisome Proliferator-activated Receptor Activity
0781-5421	Peroxisome Proliferator-activated Receptor Activity
0781-5422	Peroxisome Proliferator-activated Receptor Activity
0781-5526	Serotonin 1b Receptor Agonists
0781-5526	Serotonin 1d Receptor Agonists
0781-5527	Serotonin 1b Receptor Agonists
0781-5527	Serotonin 1d Receptor Agonists
0781-5554	Leukotriene Receptor Antagonists
0781-5555	Leukotriene Receptor Antagonists
0781-5560	Leukotriene Receptor Antagonists
0781-5578	Catechol O-methyltransferase Inhibitors
0781-5607	Angiotensin 2 Receptor Antagonists
0781-5608	Angiotensin 2 Receptor Antagonists
0781-5613	Catechol O-methyltransferase Inhibitors
0781-5618	Angiotensin 2 Receptor Antagonists
0781-5619	Angiotensin 2 Receptor Antagonists
0781-5620	Dna Polymerase Inhibitors
0781-5621	Dna Polymerase Inhibitors
0781-5622	Dna Polymerase Inhibitors
0781-5625	Catechol O-methyltransferase Inhibitors
0781-5637	Catechol O-methyltransferase Inhibitors
0781-5641	Catechol O-methyltransferase Inhibitors
0781-5654	Catechol O-methyltransferase Inhibitors
0781-5669	Catechol O-methyltransferase Inhibitors
0781-5700	Angiotensin 2 Receptor Antagonists
0781-5701	Angiotensin 2 Receptor Antagonists
0781-5702	Angiotensin 2 Receptor Antagonists
0781-5780	Dopamine Agonists
0781-5782	Dopamine Agonists
0781-5784	Dopamine Agonists
0781-5786	Dopamine Agonists
0781-5788	Dopamine Agonists
0781-5805	Angiotensin 2 Receptor Antagonists
0781-5806	Angiotensin 2 Receptor Antagonists
0781-5807	Angiotensin 2 Receptor Antagonists
0781-5816	Angiotensin 2 Receptor Antagonists
0781-5817	Angiotensin 2 Receptor Antagonists
0781-5818	Angiotensin 2 Receptor Antagonists
0781-5893	Non-nucleoside Reverse Transcriptase Inhibitors
0781-5936	Angiotensin 2 Receptor Antagonists
0781-5937	Angiotensin 2 Receptor Antagonists
0781-5938	Angiotensin 2 Receptor Antagonists
0781-5939	Angiotensin 2 Receptor Antagonists
0781-6087	Histamine H2 Receptor Antagonists
0781-6523	Serotonin 1d Receptor Agonists
0781-6523	Serotonin 1b Receptor Agonists
0781-6524	Serotonin 1d Receptor Agonists
0781-6524	Serotonin 1b Receptor Agonists
0781-7074	Corticosteroid Hormone Receptor Agonists
0781-7090	Cytochrome P450 3a4 Inhibitors
0781-7090	P-glycoprotein Inhibitors
0781-7090	Cytochrome P450 3a5 Inhibitors
0781-7106	Protein Synthesis Inhibitors
0781-7137	Corticosteroid Hormone Receptor Agonists
0781-7146	Adrenergic Beta2-agonists
0781-7155	Adrenergic Beta2-agonists
0781-7157	Cholinergic Antagonists
0781-7165	Corticosteroid Hormone Receptor Agonists
0781-7240	Full Opioid Agonists
0781-7241	Full Opioid Agonists
0781-7242	Full Opioid Agonists
0781-7243	Full Opioid Agonists
0781-7244	Full Opioid Agonists
0781-9253	Nucleic Acid Synthesis Inhibitors
0781-9314	Thrombin Inhibitors
0781-9324	Calcium Channel Antagonists
0813-0202	Phosphate Chelating Activity
0813-9616	Phosphate Chelating Activity
0832-0038	Cholinergic Muscarinic Antagonists
0832-0042	Calcium Channel Antagonists
0832-0043	Calcium Channel Antagonists
0832-0044	Calcium Channel Antagonists
0832-0086	Androgen Receptor Agonists
0832-0111	M2 Protein Inhibitors
0832-0225	Full Opioid Agonists
0832-0226	Full Opioid Agonists
0832-0227	Full Opioid Agonists
0832-0228	Full Opioid Agonists
0832-0229	Full Opioid Agonists
0832-0230	Full Opioid Agonists
0832-0233	Full Opioid Agonists
0832-0400	Gaba A Agonists
0832-0401	Gaba A Agonists
0832-0510	Cholinergic Muscarinic Agonists
0832-0511	Cholinergic Muscarinic Agonists
0832-0512	Cholinergic Muscarinic Agonists
0832-0513	Cholinergic Muscarinic Agonists
0832-1015	M2 Protein Inhibitors
0832-1024	Gaba B Agonists
0832-1024	Gaba A Agonists
0832-1025	Gaba B Agonists
0832-1025	Gaba A Agonists
0832-1080	Cholinergic Antagonists
0832-1080	Histamine Receptor Antagonists
0832-1081	Cholinergic Antagonists
0832-1081	Histamine Receptor Antagonists
0832-1082	Histamine Receptor Antagonists
0832-1082	Cholinergic Antagonists
0832-1120	Androgen Receptor Agonists
0832-1121	Androgen Receptor Agonists
0832-1211	Vitamin K Inhibitors
0832-1212	Vitamin K Inhibitors
0832-1213	Vitamin K Inhibitors
0832-1214	Vitamin K Inhibitors
0832-1215	Vitamin K Inhibitors
0832-1216	Vitamin K Inhibitors
0832-1217	Vitamin K Inhibitors
0832-1218	Vitamin K Inhibitors
0832-1219	Vitamin K Inhibitors
0832-2012	M2 Protein Inhibitors
0884-1706	Phosphate Chelating Activity
0884-6600	Cyclooxygenase Inhibitors
0884-7308	Cyclooxygenase Inhibitors
0904-0012	Histamine H1 Receptor Antagonists
0904-0053	Uncompetitive Nmda Receptor Antagonists
0904-0053	Sigma-1 Receptor Agonists
0904-0195	Cholinergic Antagonists
0904-0250	Adrenergic Alpha-agonists
0904-0357	Histamine Receptor Antagonists
0904-0358	Histamine Receptor Antagonists
0904-0359	Histamine Receptor Antagonists
0904-0411	Adrenergic Beta-antagonists
0904-1228	Histamine H1 Receptor Antagonists
0904-1257	Phosphate Chelating Activity
0904-1258	Phosphate Chelating Activity
0904-1748	Cyclooxygenase Inhibitors
0904-2009	Cyclooxygenase Inhibitors
0904-2011	Cyclooxygenase Inhibitors
0904-2013	Cyclooxygenase Inhibitors
0904-2035	Histamine H1 Receptor Antagonists
0904-2056	Histamine H1 Receptor Antagonists
0904-2500	Phosphate Chelating Activity
0904-2613	Xanthine Oxidase Inhibitors
0904-2614	Xanthine Oxidase Inhibitors
0904-2674	Corticosteroid Hormone Receptor Agonists
0904-2821	Cholinergic Muscarinic Antagonists
0904-2920	Calcium Channel Antagonists
0904-2924	Calcium Channel Antagonists
0904-3003	Corticosteroid Hormone Receptor Agonists
0904-3006	Corticosteroid Hormone Receptor Agonists
0904-3017	Corticosteroid Hormone Receptor Agonists
0904-3141	Corticosteroid Hormone Receptor Agonists
0904-3365	Gaba B Agonists
0904-3365	Gaba A Agonists
0904-3379	Cyclooxygenase Inhibitors
0904-4040	Cyclooxygenase Inhibitors
0904-4274	Histamine H1 Receptor Antagonists
0904-5045	Angiotensin-converting Enzyme Inhibitors
0904-5046	Angiotensin-converting Enzyme Inhibitors
0904-5047	Angiotensin-converting Enzyme Inhibitors
0904-5050	Histamine H1 Receptor Antagonists
0904-5053	Adrenergic Alpha-agonists
0904-5115	Phosphate Chelating Activity
0904-5125	Adrenergic Alpha-agonists
0904-5135	Cyclooxygenase Inhibitors
0904-5174	Histamine H1 Receptor Antagonists
0904-5180	Uncompetitive Nmda Receptor Antagonists
0904-5180	Sigma-1 Receptor Agonists
0904-5186	Cyclooxygenase Inhibitors
0904-5187	Cyclooxygenase Inhibitors
0904-5222	Gaba A Agonists
0904-5222	Gaba B Agonists
0904-5229	Cyclooxygenase Inhibitors
0904-5230	Cyclooxygenase Inhibitors
0904-5304	Adrenergic Alpha1-agonists
0904-5306	Histamine H1 Receptor Antagonists
0904-5307	Histamine H1 Receptor Antagonists
0904-5309	Cyclooxygenase Inhibitors
0904-5339	Phosphate Chelating Activity
0904-5354	Histamine H1 Receptor Antagonists
0904-5367	Adrenergic Alpha-agonists
0904-5379	Peroxisome Proliferator-activated Receptor Alpha Agonists
0904-5392	Adrenergic Beta-antagonists
0904-5463	Cyclooxygenase Inhibitors
0904-5464	Cyclooxygenase Inhibitors
0904-5502	Angiotensin-converting Enzyme Inhibitors
0904-5513	Phosphate Chelating Activity
0904-5522	Adrenergic Alpha-antagonists
0904-5523	Adrenergic Alpha-antagonists
0904-5524	Adrenergic Alpha-antagonists
0904-5525	Adrenergic Alpha-antagonists
0904-5529	Histamine H2 Receptor Antagonists
0904-5535	Cyclooxygenase Inhibitors
0904-5536	Cyclooxygenase Inhibitors
0904-5537	Cyclooxygenase Inhibitors
0904-5551	Histamine H1 Receptor Antagonists
0904-5553	Histamine H2 Receptor Antagonists
0904-5554	Histamine H2 Receptor Antagonists
0904-5577	Cyclooxygenase Inhibitors
0904-5590	Cyclooxygenase Inhibitors
0904-5591	Cyclooxygenase Inhibitors
0904-5609	Angiotensin-converting Enzyme Inhibitors
0904-5610	Angiotensin-converting Enzyme Inhibitors
0904-5611	Angiotensin-converting Enzyme Inhibitors
0904-5656	Adrenergic Alpha2-agonists
0904-5657	Adrenergic Alpha2-agonists
0904-5658	Adrenergic Alpha2-agonists
0904-5676	Serotonin Uptake Inhibitors
0904-5677	Serotonin Uptake Inhibitors
0904-5678	Serotonin Uptake Inhibitors
0904-5679	Serotonin Uptake Inhibitors
0904-5684	Proton Pump Inhibitors
0904-5733	Adrenergic Alpha1-agonists
0904-5752	Uncompetitive Nmda Receptor Antagonists
0904-5752	Sigma-1 Receptor Agonists
0904-5763	Uncompetitive Nmda Receptor Antagonists
0904-5763	Sigma-1 Receptor Agonists
0904-5764	Sigma-1 Receptor Agonists
0904-5764	Uncompetitive Nmda Receptor Antagonists
0904-5770	Uncompetitive Nmda Receptor Antagonists
0904-5770	Sigma-1 Receptor Agonists
0904-5776	Uncompetitive Nmda Receptor Antagonists
0904-5776	Sigma-1 Receptor Agonists
0904-5777	Sigma-1 Receptor Agonists
0904-5777	Uncompetitive Nmda Receptor Antagonists
0904-5779	Phosphate Chelating Activity
0904-5780	Histamine H2 Receptor Antagonists
0904-5781	Adrenergic Alpha1-agonists
0904-5782	Sigma-1 Receptor Agonists
0904-5782	Uncompetitive Nmda Receptor Antagonists
0904-5783	Adrenergic Alpha1-agonists
0904-5784	Serotonin Uptake Inhibitors
0904-5785	Serotonin Uptake Inhibitors
0904-5786	Sigma-1 Receptor Agonists
0904-5786	Uncompetitive Nmda Receptor Antagonists
0904-5789	Dna Polymerase Inhibitors
0904-5790	Dna Polymerase Inhibitors
0904-5792	Adrenergic Alpha1-agonists
0904-5800	Hydroxymethylglutaryl-coa Reductase Inhibitors
0904-5801	Hydroxymethylglutaryl-coa Reductase Inhibitors
0904-5802	Hydroxymethylglutaryl-coa Reductase Inhibitors
0904-5803	Adrenergic Alpha-agonists
0904-5817	Histamine H1 Receptor Antagonists
0904-5818	Histamine H2 Receptor Antagonists
0904-5828	Histamine H1 Receptor Antagonists
0904-5831	Histamine H1 Receptor Antagonists
0904-5832	Histamine H2 Receptor Antagonists
0904-5833	Adrenergic Alpha-agonists
0904-5834	Proton Pump Inhibitors
0904-5834	Cytochrome P450 2c19 Inhibitors
0904-5837	Histamine H1 Receptor Antagonists
0904-5852	Histamine H1 Receptor Antagonists
0904-5853	Cyclooxygenase Inhibitors
0904-5854	Cyclooxygenase Inhibitors
0904-5855	Cyclooxygenase Inhibitors
0904-5874	Histamine H1 Receptor Antagonists
0904-5875	Uncompetitive Nmda Receptor Antagonists
0904-5875	Sigma-1 Receptor Agonists
0904-5877	Histamine H1 Receptor Antagonists
0904-5891	Hydroxymethylglutaryl-coa Reductase Inhibitors
0904-5892	Hydroxymethylglutaryl-coa Reductase Inhibitors
0904-5893	Hydroxymethylglutaryl-coa Reductase Inhibitors
0904-5928	Adrenergic Beta-antagonists
0904-5929	Adrenergic Beta-antagonists
0904-5930	Adrenergic Beta-antagonists
0904-5939	Cyclooxygenase Inhibitors
0904-5940	Cyclooxygenase Inhibitors
0904-5951	Aldosterone Antagonists
0904-5952	Aldosterone Antagonists
0904-5953	Aldosterone Antagonists
0904-5961	Histamine H1 Receptor Antagonists
0904-5962	Histamine H1 Receptor Antagonists
0904-5963	Histamine H1 Receptor Antagonists
0904-5988	Peroxisome Proliferator-activated Receptor Alpha Agonists
0904-5991	Calcium Channel Antagonists
0904-5992	Calcium Channel Antagonists
0904-5993	Calcium Channel Antagonists
0904-5994	Dopamine Agonists
0904-5995	Dopamine Agonists
0904-5996	Dopamine Agonists
0904-5997	Dopamine Agonists
0904-5998	Dopamine Agonists
