Key	Value
0591-2465	Increased Coagulation Factor Viii Activity
0591-2520	Centrally-mediated Muscle Relaxation
0591-2715	Central Nervous System Stimulation
0591-2716	Central Nervous System Stimulation
0591-2717	Central Nervous System Stimulation
0591-2718	Central Nervous System Stimulation
0591-2785	Increased Diuresis
0591-2786	Increased Diuresis
0591-2932	Decreased Sebaceous Gland Activity
0591-3120	Decreased Sebaceous Gland Activity
0591-3204	Decreased Mitosis
0591-3219	Decreased Prostaglandin Production
0591-3222	Centrally-mediated Muscle Relaxation
0591-3256	Centrally-mediated Muscle Relaxation
0591-3330	Centrally-mediated Muscle Relaxation
0591-3331	Increased Dopamine Activity
0591-3331	Increased Norepinephrine Activity
0591-3332	Increased Dopamine Activity
0591-3332	Increased Norepinephrine Activity
0591-3499	Increased Sympathetic Activity
0591-3499	Central Nervous System Stimulation
0591-3500	Central Nervous System Stimulation
0591-3500	Increased Sympathetic Activity
0591-3525	Local Anesthesia
0591-3540	Increased Dopamine Activity
0591-3540	Increased Norepinephrine Activity
0591-3541	Increased Norepinephrine Activity
0591-3541	Increased Dopamine Activity
0591-3542	Increased Dopamine Activity
0591-3542	Increased Norepinephrine Activity
0591-3543	Increased Dopamine Activity
0591-3543	Increased Norepinephrine Activity
0591-3546	Decreased Prostaglandin Production
0591-3551	Decreased Prostaglandin Production
0591-3635	Decreased Central Nervous System Disorganized Electrical Activity
0591-3699	Decreased Central Nervous System Disorganized Electrical Activity
0591-3703	Increased Sympathetic Activity
0591-3703	Central Nervous System Stimulation
0591-3704	Increased Sympathetic Activity
0591-3704	Central Nervous System Stimulation
0591-3720	Decreased Fibrinolysis
0591-4012	Decreased Central Nervous System Disorganized Electrical Activity
0591-5321	Decreased Central Nervous System Disorganized Electrical Activity
0591-5381	Centrally-mediated Muscle Relaxation
0591-5382	Centrally-mediated Muscle Relaxation
0591-5513	Centrally-mediated Muscle Relaxation
0591-5642	Arteriolar Vasodilation
0591-5643	Arteriolar Vasodilation
0591-5658	Centrally-mediated Muscle Relaxation
0591-5708	Decreased Sebaceous Gland Activity
0591-5782	Increased Diuresis
0591-5783	Increased Diuresis
0591-5882	Central Nervous System Stimulation
0591-5883	Central Nervous System Stimulation
0591-5884	Central Nervous System Stimulation
0597-0001	Decreased Prostaglandin Production
0597-0012	Stimulation Large Intestine Fluid/electrolyte Secretion
0597-0012	Increased Large Intestinal Motility
0597-0017	Decreased Platelet Aggregation
0597-0018	Decreased Platelet Aggregation
0597-0019	Decreased Platelet Aggregation
0597-0052	Stimulation Large Intestine Fluid/electrolyte Secretion
0597-0052	Increased Large Intestinal Motility
0597-0165	Skin Barrier Activity
0597-0169	Increased Large Intestinal Motility
0597-0169	Stimulation Large Intestine Fluid/electrolyte Secretion
0597-0170	Skin Barrier Activity
0597-0186	Skin Barrier Activity
0597-0192	Cell-mediated Immunity
0597-0192	Increased Histamine Release
0603-0024	Decreased Prostaglandin Production
0603-0026	Decreased Prostaglandin Production
0603-0168	Decreased Prostaglandin Production
0603-0169	Decreased Prostaglandin Production
0603-0210	Skin Barrier Activity
0603-0211	Skin Barrier Activity
0603-0441	Decreased Cell Wall Synthesis & Repair
0603-0524	Increased Histamine Release
0603-0524	Cell-mediated Immunity
0603-0644	Decreased Cell Wall Synthesis & Repair
0603-0648	Increased Histamine Release
0603-0648	Cell-mediated Immunity
0603-0649	Increased Histamine Release
0603-0649	Cell-mediated Immunity
0603-0894	Skin Barrier Activity
0603-1384	Decreased Central Nervous System Disorganized Electrical Activity
0603-1393	Local Anesthesia
0603-1394	Local Anesthesia
0603-1841	Decreased Central Nervous System Disorganized Electrical Activity
0603-1880	Local Anesthesia
0603-2483	Stimulation Large Intestine Fluid/electrolyte Secretion
0603-2483	Increased Large Intestinal Motility
0603-2548	Decreased Prostaglandin Production
0603-2582	Centrally-mediated Muscle Relaxation
0603-3078	Centrally-mediated Muscle Relaxation
0603-3079	Centrally-mediated Muscle Relaxation
0603-3739	Increased Diuresis At Loop Of Henle
0603-3740	Increased Diuresis At Loop Of Henle
0603-3741	Increased Diuresis At Loop Of Henle
0603-3842	Decreased Central Nervous System Disorganized Electrical Activity
0603-3843	Decreased Central Nervous System Disorganized Electrical Activity
0603-3844	Decreased Central Nervous System Disorganized Electrical Activity
0603-3845	Decreased Central Nervous System Disorganized Electrical Activity
0603-3855	Increased Diuresis
0603-3856	Increased Diuresis
0603-3857	Increased Diuresis
0603-4110	Vasodilation
0603-4111	Vasodilation
0603-4112	Vasodilation
0603-4186	Decreased Central Nervous System Disorganized Electrical Activity
0603-4187	Decreased Central Nervous System Disorganized Electrical Activity
0603-4485	Centrally-mediated Muscle Relaxation
0603-4486	Centrally-mediated Muscle Relaxation
0603-4661	Central Nervous System Stimulation
0603-4661	Increased Sympathetic Activity
0603-4662	Increased Sympathetic Activity
0603-4662	Central Nervous System Stimulation
0603-5192	Increased Sympathetic Activity
0603-5192	Appetite Suppression
0603-5371	Decreased Central Nervous System Disorganized Electrical Activity
0603-5372	Decreased Central Nervous System Disorganized Electrical Activity
0603-6134	Increased Diuresis At Loop Of Henle
0603-6135	Increased Diuresis At Loop Of Henle
0603-6136	Increased Diuresis At Loop Of Henle
0603-6137	Increased Diuresis At Loop Of Henle
0603-6345	Increased Diuresis
0603-6346	Increased Diuresis
0603-6347	Increased Diuresis
0603-6348	Increased Diuresis
0603-6349	Increased Diuresis
0603-6468	Central Nervous System Depression
0603-6469	Central Nervous System Depression
0603-9171	Decreased Mitosis
0603-9171	Microtubule Inhibition
0641-0493	Decreased Central Nervous System Disorganized Electrical Activity
0641-2555	Decreased Central Nervous System Disorganized Electrical Activity
0641-2569	Decreased Platelet Aggregation
0641-6007	Increased Diuresis At Loop Of Henle
0641-6008	Increased Diuresis At Loop Of Henle
0641-6018	Increased Medullary Respiratory Drive
0641-6103	Centrally-mediated Muscle Relaxation
0641-6114	Increased Uterine Smooth Muscle Contraction Or Tone
0641-6115	Increased Uterine Smooth Muscle Contraction Or Tone
0641-6136	Decreased Central Nervous System Disorganized Electrical Activity
0641-6137	Decreased Central Nervous System Disorganized Electrical Activity
0641-6138	Decreased Central Nervous System Disorganized Electrical Activity
0641-6139	Decreased Central Nervous System Disorganized Electrical Activity
0642-0070	Decreased Embryonic Implantation
0642-0070	Inhibit Ovum Fertilization
0642-0070	Decreased Sperm Motility
0642-0092	Decreased Embryonic Implantation
0642-0092	Inhibit Ovum Fertilization
0642-0092	Decreased Sperm Motility
0642-0204	Cell-mediated Immunity
0642-0204	Increased Histamine Release
0642-3010	Decreased Embryonic Implantation
0642-3010	Decreased Sperm Motility
0642-3010	Inhibit Ovum Fertilization
0703-1501	Genitourinary Arterial Vasodilation
0703-1501	Venous Vasodilation
0703-1985	Vasodilation
0703-1995	Vasodilation
0703-2804	Neuromuscular Nondepolarizing Blockade
0703-2812	Neuromuscular Nondepolarizing Blockade
0703-2823	Neuromuscular Nondepolarizing Blockade
0703-2856	General Anesthesia
0703-2858	General Anesthesia
0703-2859	General Anesthesia
0703-2914	Neuromuscular Nondepolarizing Blockade
0703-2925	Neuromuscular Nondepolarizing Blockade
0703-4764	Microtubule Inhibition
0703-4766	Microtubule Inhibition
0703-4767	Microtubule Inhibition
0703-4768	Microtubule Inhibition
0703-5051	Increased Coagulation Factor Viii Concentration
0703-5051	Increased Coagulation Factor Viii Activity
0703-5054	Increased Coagulation Factor Viii Activity
0703-5054	Increased Coagulation Factor Viii Concentration
0703-8401	Decreased Blood Pressure
0703-8411	Decreased Blood Pressure
0703-9258	Vasodilation
0713-0101	Increased Histamine Release
0713-0101	Increased Igg Production
0713-0101	Cell-mediated Immunity
0713-0102	Cell-mediated Immunity
0713-0102	Increased Igg Production
0713-0102	Increased Histamine Release
0713-0109	Stimulation Large Intestine Fluid/electrolyte Secretion
0713-0109	Increased Large Intestinal Motility
0713-0166	Central Nervous System Stimulation
0713-0268	Decreased Cell Wall Synthesis & Repair
0713-0280	Decreased Cell Wall Synthesis & Repair
0713-0317	Decreased Rna Replication
0713-0317	Decreased Protein Synthesis
0713-0317	Decreased Dna Replication
0713-0622	Decreased Cell Wall Synthesis & Repair
0713-0623	Skin Barrier Activity
0713-0634	Cell-mediated Immunity
0713-0634	Increased Histamine Release
0713-0635	Increased Histamine Release
0713-0635	Cell-mediated Immunity
0713-0638	Decreased Rna Replication
0713-0638	Decreased Dna Replication
0713-0638	Decreased Protein Synthesis
0713-0701	Increased Histamine Release
0713-0701	Cell-mediated Immunity
0781-1008	Increased Diuresis
0781-1053	Increased Dopamine Activity
0781-1053	Increased Norepinephrine Activity
0781-1064	Increased Norepinephrine Activity
0781-1064	Increased Dopamine Activity
0781-1123	Increased Diuresis
0781-1345	Emesis Suppression
0781-1375	Emesis Suppression
0781-1381	Decreased Prostaglandin Production
0781-1446	Increased Diuresis At Loop Of Henle
0781-1556	Vasodilation
0781-1635	Vasodilation
0781-1695	Vasodilation
0781-1750	Centrally-mediated Muscle Relaxation
0781-1760	Centrally-mediated Muscle Relaxation
0781-1785	Decreased Prostaglandin Production
0781-1787	Decreased Prostaglandin Production
0781-1789	Decreased Prostaglandin Production
0781-1818	Increased Diuresis At Loop Of Henle
0781-1966	Increased Diuresis At Loop Of Henle
0781-2074	Increased Diuresis
0781-2715	Increased Diuresis
0781-3009	Neuromuscular Depolarizing Blockade
0781-3140	Local Anesthesia
0781-3142	Local Anesthesia
0781-3150	Neuromuscular Nondepolarizing Blockade
0781-3152	Neuromuscular Nondepolarizing Blockade
0781-3153	Neuromuscular Nondepolarizing Blockade
0781-3220	Neuromuscular Nondepolarizing Blockade
0781-3288	Decreased Sebaceous Gland Activity
0781-3289	Decreased Sebaceous Gland Activity
0781-3290	Decreased Sebaceous Gland Activity
0781-4040	Decreased Central Nervous System Disorganized Electrical Activity
0781-5017	Decreased Prostaglandin Production
0781-5122	Decreased Central Nervous System Disorganized Electrical Activity
0781-5123	Decreased Central Nervous System Disorganized Electrical Activity
0781-5124	Decreased Central Nervous System Disorganized Electrical Activity
0781-5125	Decreased Central Nervous System Disorganized Electrical Activity
0781-5317	Central Nervous System Depression
0781-5318	Central Nervous System Depression
0781-5405	Central Nervous System Stimulation
0781-5425	Cell-mediated Immunity
0781-5425	Increased Histamine Release
0781-5426	Increased Histamine Release
0781-5426	Cell-mediated Immunity
0781-5485	Increased Histamine Release
0781-5485	Cell-mediated Immunity
0781-5486	Increased Histamine Release
0781-5486	Cell-mediated Immunity
0781-5514	Microtubule Inhibition
0781-5514	Decreased Mitosis
0781-5515	Microtubule Inhibition
0781-5515	Decreased Mitosis
0781-5748	Cell-mediated Immunity
0781-5748	Increased Histamine Release
0781-5749	Increased Histamine Release
0781-5749	Cell-mediated Immunity
0781-5753	Cell-mediated Immunity
0781-5753	Increased Histamine Release
0781-5754	Increased Histamine Release
0781-5754	Cell-mediated Immunity
0781-5948	Increased Diuresis
0781-5949	Increased Diuresis
0781-5950	Increased Diuresis
0781-5951	Increased Diuresis
0781-5952	Increased Diuresis
0781-5986	Decreased Central Nervous System Disorganized Electrical Activity
0781-5987	Decreased Central Nervous System Disorganized Electrical Activity
0781-5988	Decreased Central Nervous System Disorganized Electrical Activity
0781-6141	Decreased Central Nervous System Disorganized Electrical Activity
0781-7066	Increased Histamine Release
0781-7066	Cell-mediated Immunity
0781-7106	Decreased Rna Replication
0781-7106	Decreased Protein Synthesis
0781-7106	Decreased Dna Replication
0781-9037	Neuromuscular Nondepolarizing Blockade
0781-9038	Neuromuscular Nondepolarizing Blockade
0781-9039	Neuromuscular Nondepolarizing Blockade
0781-9220	Decreased Sebaceous Gland Activity
0781-9221	Decreased Sebaceous Gland Activity
0781-9222	Decreased Sebaceous Gland Activity
0832-0400	Central Nervous System Depression
0832-0401	Central Nervous System Depression
0832-0600	Decreased Central Nervous System Disorganized Electrical Activity
0832-0601	Decreased Central Nervous System Disorganized Electrical Activity
0832-0602	Decreased Central Nervous System Disorganized Electrical Activity
0832-0603	Decreased Central Nervous System Disorganized Electrical Activity
0832-0707	Decreased Central Nervous System Disorganized Electrical Activity
0832-0708	Decreased Central Nervous System Disorganized Electrical Activity
0832-0709	Decreased Central Nervous System Disorganized Electrical Activity
0832-0710	Decreased Central Nervous System Disorganized Electrical Activity
0832-1008	Decreased Central Nervous System Disorganized Electrical Activity
0832-1071	Decreased Central Nervous System Disorganized Electrical Activity
0832-1072	Decreased Central Nervous System Disorganized Electrical Activity
0832-1073	Decreased Central Nervous System Disorganized Electrical Activity
0832-1074	Decreased Central Nervous System Disorganized Electrical Activity
0832-1075	Decreased Central Nervous System Disorganized Electrical Activity
0884-0763	Microtubule Inhibition
0884-0763	Decreased Mitosis
0884-0773	Decreased Mitosis
0884-0773	Microtubule Inhibition
0904-0004	Skin Barrier Activity
0904-0005	Skin Barrier Activity
0904-0478	Skin Barrier Activity
0904-0560	Decreased Central Nervous System Disorganized Electrical Activity
0904-0643	Vasodilation
0904-0644	Vasodilation
0904-0647	Vasodilation
0904-0734	Decreased Cell Wall Synthesis & Repair
0904-1086	Decreased Platelet Aggregation
0904-1087	Decreased Platelet Aggregation
0904-1088	Decreased Platelet Aggregation
0904-2009	Decreased Prostaglandin Production
0904-2011	Decreased Prostaglandin Production
0904-2013	Decreased Prostaglandin Production
0904-2151	Vasodilation
0904-2154	Vasodilation
0904-2364	Centrally-mediated Muscle Relaxation
0904-2365	Centrally-mediated Muscle Relaxation
0904-2666	Cell-mediated Immunity
0904-2666	Increased Igg Production
0904-2666	Increased Histamine Release
0904-2667	Cell-mediated Immunity
0904-2667	Increased Igg Production
0904-2667	Increased Histamine Release
0904-2995	Decreased Cell Wall Synthesis & Repair
0904-3012	Decreased Cell Wall Synthesis & Repair
0904-3854	Decreased Central Nervous System Disorganized Electrical Activity
0904-4040	Decreased Prostaglandin Production
0904-5058	Increased Large Intestinal Motility
0904-5058	Stimulation Large Intestine Fluid/electrolyte Secretion
0904-5068	Skin Barrier Activity
0904-5135	Decreased Prostaglandin Production
0904-5448	Hematologic Activity Alteration
0904-5458	Skin Barrier Activity
0904-5495	Vasodilation
0904-5496	Vasodilation
0904-5497	Vasodilation
0904-5502	Decreased Blood Pressure
0904-5532	Decreased Histamine Release
0904-5559	Decreased Central Nervous System Disorganized Electrical Activity
0904-5572	Skin Barrier Activity
0904-5609	Decreased Blood Pressure
0904-5610	Decreased Blood Pressure
0904-5611	Decreased Blood Pressure
0904-5631	Decreased Central Nervous System Disorganized Electrical Activity
0904-5632	Decreased Central Nervous System Disorganized Electrical Activity
0904-5633	Decreased Central Nervous System Disorganized Electrical Activity
0904-5721	Skin Barrier Activity
0904-5725	Skin Barrier Activity
0904-5796	Increased Diuresis At Loop Of Henle
0904-5797	Increased Diuresis At Loop Of Henle
0904-5798	Increased Diuresis At Loop Of Henle
0904-5836	Cell-mediated Immunity
0904-5836	Increased Histamine Release
0904-5894	Skin Barrier Activity
0904-5904	Decreased Tracheobronchial Stretch Receptor Activity
0904-5905	Decreased Tracheobronchial Stretch Receptor Activity
0904-5959	Decreased Sebaceous Gland Activity
0904-6016	Decreased Central Nervous System Disorganized Electrical Activity
0904-6017	Decreased Central Nervous System Disorganized Electrical Activity
0904-6018	Decreased Central Nervous System Disorganized Electrical Activity
0904-6025	Stimulation Large Intestine Fluid/electrolyte Secretion
0904-6051	Decreased Central Nervous System Disorganized Electrical Activity
0904-6052	Decreased Central Nervous System Disorganized Electrical Activity
0904-6053	Decreased Central Nervous System Disorganized Electrical Activity
0904-6078	Decreased Central Nervous System Disorganized Electrical Activity
0904-6079	Decreased Central Nervous System Disorganized Electrical Activity
0904-6082	Central Nervous System Depression
0904-6083	Central Nervous System Depression
0904-6093	Increased Norepinephrine Activity
0904-6093	Increased Dopamine Activity
0904-6105	Decreased Central Nervous System Disorganized Electrical Activity
0904-6129	Increased Dopamine Activity
0904-6129	Increased Norepinephrine Activity
0904-6172	Decreased Central Nervous System Disorganized Electrical Activity
0904-6187	Decreased Central Nervous System Disorganized Electrical Activity
0904-6189	Decreased Blood Pressure
0904-6190	Decreased Blood Pressure
0904-6191	Decreased Blood Pressure
0904-6192	Decreased Blood Pressure
0904-6207	Decreased Central Nervous System Disorganized Electrical Activity
0904-6254	Decreased Tracheobronchial Stretch Receptor Activity
0904-6255	Increased Histamine Release
0904-6255	Cell-mediated Immunity
0904-6288	Decreased Prostaglandin Production
0904-6294	Decreased Platelet Aggregation
0904-6317	Cell-mediated Immunity
0904-6317	Increased Histamine Release
0904-6346	Vasodilation
0904-6347	Vasodilation
0904-7704	Decreased Prostaglandin Production
0904-7809	Centrally-mediated Muscle Relaxation
0904-7927	Stimulation Large Intestine Fluid/electrolyte Secretion
0904-7927	Increased Large Intestinal Motility
0904-7948	Decreased Prostaglandin Production
0904-7955	Central Nervous System Stimulation
0942-0641	Decreased Coagulation Factor Activity
0955-1045	Increased Diuresis
0955-1046	Increased Diuresis
0955-1702	Central Nervous System Depression
0955-1703	Central Nervous System Depression
0998-0016	Local Anesthesia
10019-0291	Increased Uterine Smooth Muscle Contraction Or Tone
10019-0360	General Anesthesia
10019-0506	Increased Diuresis At Loop Of Henle
10019-0651	General Anesthesia
10019-0653	General Anesthesia
10122-0510	Alveolar Surface Tension Reduction
10122-0902	Decreased Leukotriene Production
10147-0921	Cell-mediated Immunity
10147-0921	Increased Histamine Release
10147-0922	Increased Histamine Release
10147-0922	Cell-mediated Immunity
10267-2691	Emesis Suppression
10267-3206	Emesis Suppression
10337-0803	Decreased Prostaglandin Production
10370-0101	Increased Norepinephrine Activity
10370-0101	Increased Dopamine Activity
10370-0102	Increased Norepinephrine Activity
10370-0102	Increased Dopamine Activity
10370-0116	Central Nervous System Depression
10370-0117	Central Nervous System Depression
10370-0159	Increased Dopamine Activity
10370-0159	Increased Norepinephrine Activity
10370-0160	Increased Dopamine Activity
10370-0160	Increased Norepinephrine Activity
10370-0161	Increased Norepinephrine Activity
10370-0161	Increased Dopamine Activity
10370-0195	Decreased Central Nervous System Disorganized Electrical Activity
10370-0204	Increased Norepinephrine Activity
10370-0204	Increased Dopamine Activity
10370-0214	Decreased Central Nervous System Disorganized Electrical Activity
10572-0100	Stimulation Large Intestine Fluid/electrolyte Secretion
10572-0101	Stimulation Large Intestine Fluid/electrolyte Secretion
10572-0302	Stimulation Large Intestine Fluid/electrolyte Secretion
10572-0400	Stimulation Large Intestine Fluid/electrolyte Secretion
10702-0006	Centrally-mediated Muscle Relaxation
10702-0007	Centrally-mediated Muscle Relaxation
10702-0025	Increased Sympathetic Activity
10702-0025	Appetite Suppression
10702-0026	Increased Sympathetic Activity
10702-0026	Appetite Suppression
10702-0027	Appetite Suppression
10702-0027	Increased Sympathetic Activity
10702-0028	Increased Sympathetic Activity
10702-0028	Appetite Suppression
10702-0029	Appetite Suppression
10702-0029	Increased Sympathetic Activity
10702-0040	Appetite Suppression
10702-0040	Increased Sympathetic Activity
10702-0044	Appetite Suppression
10702-0044	Increased Sympathetic Activity
10702-0045	Increased Sympathetic Activity
10702-0045	Appetite Suppression
10702-0077	Appetite Suppression
10702-0077	Increased Sympathetic Activity
10702-0078	Increased Sympathetic Activity
10702-0078	Appetite Suppression
10742-0009	Increased Histamine Release
10742-0009	Cell-mediated Immunity
10922-0825	Decreased Sebaceous Gland Activity
10922-0825	Decreased Protein Synthesis
10922-0826	Decreased Protein Synthesis
10922-0826	Decreased Sebaceous Gland Activity
11509-0011	Increased Histamine Release
11509-0011	Cell-mediated Immunity
11509-0012	Increased Histamine Release
11509-0012	Cell-mediated Immunity
11509-0013	Increased Histamine Release
11509-0013	Cell-mediated Immunity
11509-0014	Cell-mediated Immunity
11509-0014	Increased Histamine Release
11509-0025	Cell-mediated Immunity
11509-0025	Increased Histamine Release
11509-0031	Increased Histamine Release
11509-0031	Cell-mediated Immunity
11509-0054	Increased Histamine Release
11509-0054	Cell-mediated Immunity
11523-0259	Increased Histamine Release
11523-0259	Cell-mediated Immunity
11523-0430	Local Anesthesia
11701-0046	Skin Barrier Activity
11701-0047	Skin Barrier Activity
11701-0062	Skin Barrier Activity
11701-0063	Skin Barrier Activity
11701-0628	Skin Barrier Activity
11716-0004	Increased Intravascular Volume
11822-0003	Decreased Cell Wall Synthesis & Repair
11822-0067	Decreased Cell Wall Synthesis & Repair
13107-0061	Increased Sympathetic Activity
13107-0061	Appetite Suppression
13548-0030	Decreased Sebaceous Gland Activity
13548-0132	Decreased Sebaceous Gland Activity
13551-0701	Central Nervous System Stimulation
13668-0007	Central Nervous System Depression
13668-0008	Central Nervous System Depression
13668-0014	Decreased Central Nervous System Disorganized Electrical Activity
13668-0015	Decreased Central Nervous System Disorganized Electrical Activity
13668-0016	Decreased Central Nervous System Disorganized Electrical Activity
13668-0017	Decreased Central Nervous System Disorganized Electrical Activity
13668-0045	Decreased Central Nervous System Disorganized Electrical Activity
13668-0047	Decreased Central Nervous System Disorganized Electrical Activity
13668-0048	Decreased Central Nervous System Disorganized Electrical Activity
13668-0049	Decreased Central Nervous System Disorganized Electrical Activity
13668-0104	Vasodilation
13668-0105	Vasodilation
13668-0106	Vasodilation
13668-0141	Decreased Platelet Aggregation
13668-0266	Decreased Central Nervous System Disorganized Electrical Activity
13668-0268	Decreased Central Nervous System Disorganized Electrical Activity
13668-0271	Decreased Central Nervous System Disorganized Electrical Activity
13668-0272	Decreased Central Nervous System Disorganized Electrical Activity
13668-0300	Decreased Central Nervous System Disorganized Electrical Activity
13668-0339	Decreased Central Nervous System Disorganized Electrical Activity
13668-0340	Decreased Central Nervous System Disorganized Electrical Activity
13668-0341	Decreased Central Nervous System Disorganized Electrical Activity
13668-0342	Decreased Central Nervous System Disorganized Electrical Activity
13811-0621	Decreased Central Nervous System Disorganized Electrical Activity
13811-0627	Decreased Blood Pressure
13811-0628	Decreased Blood Pressure
13811-0629	Decreased Blood Pressure
13811-0630	Decreased Blood Pressure
13811-0646	Emesis Suppression
13811-0647	Emesis Suppression
13811-0648	Emesis Suppression
13913-0004	Decreased Central Nervous System Disorganized Electrical Activity
13913-0005	Decreased Central Nervous System Disorganized Electrical Activity
13913-0006	Decreased Central Nervous System Disorganized Electrical Activity
13913-0008	Decreased Prostaglandin Production
13913-0011	Decreased Prostaglandin Production
13925-0159	Local Anesthesia
14550-0511	Decreased Central Nervous System Disorganized Electrical Activity
14550-0512	Decreased Central Nervous System Disorganized Electrical Activity
14550-0513	Decreased Central Nervous System Disorganized Electrical Activity
15127-0002	Local Anesthesia
15127-0010	Increased Large Intestinal Motility
15127-0010	Stimulation Large Intestine Fluid/electrolyte Secretion
15127-0042	Skin Barrier Activity
15127-0122	Decreased Cell Wall Synthesis & Repair
15127-0157	Skin Barrier Activity
15127-0178	Stimulation Large Intestine Fluid/electrolyte Secretion
15127-0178	Increased Large Intestinal Motility
15127-0226	Central Nervous System Stimulation
15127-0228	Decreased Prostaglandin Production
15127-0241	Decreased Prostaglandin Production
15127-0540	Skin Barrier Activity
15127-0590	Increased Histamine Release
15127-0590	Increased Igg Production
15127-0590	Cell-mediated Immunity
15127-0738	Decreased Prostaglandin Production
15127-0745	Skin Barrier Activity
15127-0857	Decreased Prostaglandin Production
15127-0874	Decreased Prostaglandin Production
15127-0883	Skin Barrier Activity
15127-0938	Central Nervous System Stimulation
15127-0968	Decreased Prostaglandin Production
16103-0356	Decreased Prostaglandin Production
16103-0357	Decreased Prostaglandin Production
16103-0365	Decreased Prostaglandin Production
16103-0366	Decreased Prostaglandin Production
16103-0367	Increased Large Intestinal Motility
16103-0367	Stimulation Large Intestine Fluid/electrolyte Secretion
16252-0568	Decreased Central Nervous System Disorganized Electrical Activity
16252-0569	Decreased Central Nervous System Disorganized Electrical Activity
16252-0597	Decreased Central Nervous System Disorganized Electrical Activity
16252-0598	Decreased Central Nervous System Disorganized Electrical Activity
16571-0101	Decreased Prostaglandin Production
16571-0201	Decreased Prostaglandin Production
16571-0202	Decreased Prostaglandin Production
16571-0203	Decreased Prostaglandin Production
16571-0600	Decreased Histamine Release
16714-0330	Decreased Central Nervous System Disorganized Electrical Activity
16714-0332	Decreased Central Nervous System Disorganized Electrical Activity
16714-0334	Increased Dopamine Activity
16714-0334	Increased Norepinephrine Activity
16714-0335	Increased Norepinephrine Activity
16714-0335	Increased Dopamine Activity
16714-0336	Increased Norepinephrine Activity
16714-0336	Increased Dopamine Activity
16714-0354	Decreased Central Nervous System Disorganized Electrical Activity
16714-0355	Decreased Central Nervous System Disorganized Electrical Activity
16714-0356	Decreased Central Nervous System Disorganized Electrical Activity
16714-0357	Decreased Central Nervous System Disorganized Electrical Activity
16714-0358	Decreased Central Nervous System Disorganized Electrical Activity
16714-0371	Decreased Central Nervous System Disorganized Electrical Activity
16714-0372	Decreased Central Nervous System Disorganized Electrical Activity
16714-0373	Decreased Central Nervous System Disorganized Electrical Activity
16714-0374	Decreased Central Nervous System Disorganized Electrical Activity
16714-0383	Increased Diuresis
16714-0551	Central Nervous System Depression
16714-0561	Central Nervous System Depression
16714-0621	Central Nervous System Depression
16714-0622	Central Nervous System Depression
16714-0661	Decreased Central Nervous System Disorganized Electrical Activity
16714-0662	Decreased Central Nervous System Disorganized Electrical Activity
16714-0663	Decreased Central Nervous System Disorganized Electrical Activity
16729-0064	Decreased Central Nervous System Disorganized Electrical Activity
16729-0065	Decreased Central Nervous System Disorganized Electrical Activity
16729-0066	Decreased Central Nervous System Disorganized Electrical Activity
16729-0067	Decreased Central Nervous System Disorganized Electrical Activity
16729-0182	Increased Diuresis
16729-0183	Increased Diuresis
16729-0184	Increased Diuresis
16729-0218	Decreased Platelet Aggregation
16729-0219	Decreased Platelet Aggregation
17433-9877	Increased Histamine Release
17433-9877	Cell-mediated Immunity
17433-9991	Cell-mediated Immunity
17433-9991	Increased Histamine Release
17478-0045	Local Anesthesia
17478-0066	Decreased Histamine Release
17478-0070	Decreased Sebaceous Gland Activity
17478-0120	Decreased Sebaceous Gland Activity
17478-0121	Decreased Sebaceous Gland Activity
17478-0122	Decreased Sebaceous Gland Activity
17478-0190	Local Anesthesia
17478-0235	Decreased Cell Wall Synthesis & Repair
17478-0238	Decreased Cell Wall Synthesis & Repair
17478-0263	Local Anesthesia
17478-0291	Decreased Histamine Release
17478-0419	Increased Diuresis
17478-0533	Cell-mediated Immunity
17478-0533	Increased Histamine Release
17478-0538	Centrally-mediated Muscle Relaxation
17478-0711	Local Anesthesia
17478-0719	Decreased Cell Wall Synthesis & Repair
17478-0792	Local Anesthesia
17478-0811	Local Anesthesia
17478-0824	Decreased Sebaceous Gland Activity
17478-0834	Arteriolar Vasodilation
17478-0840	Local Anesthesia
17478-0892	Decreased Prostaglandin Production
17478-0934	Arteriolar Vasodilation
17772-0101	Decreased Central Nervous System Disorganized Electrical Activity
17772-0102	Decreased Central Nervous System Disorganized Electrical Activity
17772-0103	Decreased Central Nervous System Disorganized Electrical Activity
17772-0104	Decreased Central Nervous System Disorganized Electrical Activity
17772-0121	Decreased Central Nervous System Disorganized Electrical Activity
17772-0122	Decreased Central Nervous System Disorganized Electrical Activity
17772-0123	Decreased Central Nervous System Disorganized Electrical Activity
17856-0067	Decreased Central Nervous System Disorganized Electrical Activity
18860-0678	Decreased Histamine Release
21724-0701	Central Nervous System Stimulation
22840-0033	Increased Histamine Release
22840-0033	Cell-mediated Immunity
22840-0033	Increased Igg Production
22840-0034	Increased Igg Production
22840-0034	Increased Histamine Release
22840-0034	Cell-mediated Immunity
22840-0035	Increased Histamine Release
22840-0035	Cell-mediated Immunity
22840-0035	Increased Igg Production
22840-0036	Cell-mediated Immunity
22840-0036	Increased Histamine Release
22840-0036	Increased Igg Production
22840-0037	Cell-mediated Immunity
22840-0037	Increased Igg Production
22840-0037	Increased Histamine Release
22840-0038	Increased Igg Production
22840-0038	Cell-mediated Immunity
