Key	Value
0178-0796	Folic Acid
0178-0797	Iron
0178-0797	Calcium Citrate
0178-0798	.alpha.-tocopherol, DL-
0178-0798	Pyridoxine Hydrochloride
0178-0798	Folic Acid
0178-0798	Calcium Citrate
0178-0798	Doconexent
0178-0798	Cholecalciferol
0178-0798	Docusate Sodium
0178-0798	Iron Pentacarbonyl
0178-0799	Calcium Citrate
0178-0799	Pyridoxine Hydrochloride
0178-0799	Folic Acid
0178-0799	.alpha.-tocopherol, DL-
0178-0799	Cholecalciferol
0178-0799	Docusate Sodium
0178-0799	Doconexent
0178-0799	Iron Pentacarbonyl
0178-0812	Alpha-tocopherol, DL-
0178-0812	Folic Acid
0178-0812	Iron Pentacarbonyl
0178-0812	Docusate Sodium
0178-0812	Doconexent
0178-0812	Cholecalciferol
0178-0812	Calcium Citrate
0178-0812	Pyridoxine Hydrochloride
0178-0821	Docusate Sodium
0178-0821	.alpha.-tocopherol Acetate
0178-0821	Riboprine
0178-0821	Iron
0178-0821	Zinc Oxide
0178-0821	Potassium Triiodide
0178-0821	Folic Acid
0178-0821	Thiamine
0178-0821	Calcium Citrate
0178-0821	Cupric Oxide
0178-0821	Ascorbic Acid
0178-0821	Pyridoxine Hydrochloride
0178-0821	Niacinamide
0178-0821	Vitamin D
0178-0829	Folic Acid
0178-0829	Niacinamide
0178-0829	Calcium Citrate
0178-0829	.alpha.-tocopherol Acetate
0178-0829	Ascorbic Acid
0178-0829	Vitamin D
0178-0829	Potassium Triiodide
0178-0829	Pyridoxine Hydrochloride
0178-0829	Cupric Oxide
0178-0829	Zinc Oxide
0178-0829	Docusate Sodium
0178-0829	Riboprine
0178-0829	Iron
0178-0829	Thiamine
0178-0858	Ascorbic Acid
0178-0858	Cupric Oxide
0178-0858	.alpha.-tocopherol Acetate
0178-0858	Folic Acid
0178-0858	Zinc Oxide
0178-0858	Pyridoxine Hydrochloride
0178-0858	Calcium Citrate
0178-0858	Iron
0178-0858	Potassium Iodide
0178-0858	Vitamin D
0178-0858	Riboflavin
0178-0858	Thiamine
0178-0858	Niacinamide
0178-0859	Pyridoxine Hydrochloride
0178-0859	Niacinamide
0178-0859	Riboflavin
0178-0859	Folic Acid
0178-0859	Calcium Citrate
0178-0859	.alpha.-tocopherol Acetate
0178-0859	Ascorbic Acid
0178-0859	Vitamin D
0178-0859	Iron
0178-0859	Cupric Oxide
0178-0859	Zinc Oxide
0178-0859	Docusate Sodium
0178-0859	Potassium Iodide
0178-0859	Thiamine
0178-0898	Niacinamide
0178-0898	.alpha.-tocopherol Acetate
0178-0898	Ascorbic Acid
0178-0898	Cupric Oxide
0178-0898	Riboflavin
0178-0898	Zinc Oxide
0178-0898	Vitamin D
0178-0898	Iron
0178-0898	Thiamine
0178-0898	Docusate Sodium
0178-0898	Calcium Citrate
0178-0898	Folic Acid
0178-0898	Pyridoxine Hydrochloride
0178-0898	Potassium Iodide
0178-0900	Tiopronin
0178-8250	Tinidazole
0178-8500	Tinidazole
0179-0013	Hyoscyamine Sulfate
0179-0014	Mirtazapine
0179-0023	Clindamycin Hydrochloride
0179-0024	Clindamycin Hydrochloride
0179-0025	Bupropion Hydrochloride
0179-0037	Gemfibrozil
0179-0039	Triamterene
0179-0039	Hydrochlorothiazide
0179-0054	Ciprofloxacin Hydrochloride
0179-0056	Hydrocortisone
0179-0058	Hydrocortisone
0179-0063	Calcitriol
0179-0065	Hydrochlorothiazide
0179-0066	Benzonatate
0179-0067	Ergotamine Tartrate
0179-0067	Caffeine
0179-0069	Calcitriol
0179-0071	Mirtazapine
0179-0072	Hydroxyzine Hydrochloride
0179-0073	Estradiol
0179-0074	Estradiol
0179-0075	Hydroxyzine Hydrochloride
0179-0087	Lamivudine
0179-0088	Hyoscyamine Sulfate
0179-0088	Atropine Sulfate
0179-0088	Scopolamine Hydrobromide
0179-0088	Phenobarbital
0179-0092	Methocarbamol
0179-0093	Alprazolam
0179-0094	Alprazolam
0179-0095	Methocarbamol
0179-0096	Delavirdine Mesylate
0179-0113	Acetaminophen
0179-0113	Hydrocodone Bitartrate
0179-0115	Ibuprofen
0179-0116	Hydrocodone Bitartrate
0179-0116	Acetaminophen
0179-0119	Ibuprofen
0179-0131	Lorazepam
0179-0132	Hyoscyamine Sulfate
0179-0132	Phenobarbital
0179-0132	Atropine Sulfate
0179-0132	Scopolamine Hydrobromide
0179-0135	Lisinopril
0179-0143	Riluzole
0179-1026	Hydrocodone Bitartrate
0179-1026	Acetaminophen
0179-1984	Lisinopril
0179-1985	Lisinopril
0179-1988	Lisinopril
0182-1093	Sennosides A AND B
0182-1113	Sennosides
0182-1113	Docusate Sodium
0185-0010	Labetalol Hydrochloride
0185-0017	Fluvoxamine Maleate
0185-0020	Mirtazapine
0185-0022	Orphenadrine Citrate
0185-0025	Lisinopril
0185-0027	Fluvoxamine Maleate
0185-0032	Reserpine
0185-0034	Tizanidine Hydrochloride
0185-0039	Naltrexone Hydrochloride
0185-0040	Midodrine Hydrochloride
0185-0041	Fosinopril Sodium
0185-0042	Fosinopril Sodium
0185-0043	Midodrine Hydrochloride
0185-0047	Fosinopril Sodium
0185-0048	Benazepril Hydrochloride
0185-0053	Benazepril Hydrochloride
0185-0055	Metolazone
0185-0063	Clonazepam
0185-0064	Clonazepam
0185-0065	Clonazepam
0185-0070	Lovastatin
0185-0072	Lovastatin
0185-0074	Lovastatin
0185-0084	Amphetamine Aspartate Monohydrate
0185-0084	Dextroamphetamine Sulfate
0185-0084	Amphetamine Sulfate
0185-0084	Dextroamphetamine Saccharate
0185-0101	Lisinopril
0185-0102	Lisinopril
0185-0103	Lisinopril
0185-0104	Lisinopril
0185-0111	Amphetamine Aspartate Monohydrate
0185-0111	Dextroamphetamine Sulfate
0185-0111	Dextroamphetamine Saccharate
0185-0111	Amphetamine Sulfate
0185-0115	Ticlopidine Hydrochloride
0185-0117	Labetalol Hydrochloride
0185-0118	Labetalol Hydrochloride
0185-0122	Nitrofurantoin
0185-0122	Nitrofurantoin Monohydrate
0185-0123	Cilostazol
0185-0124	Hydrochlorothiazide
0185-0124	Benazepril Hydrochloride
0185-0128	Bumetanide
0185-0129	Bumetanide
0185-0130	Bumetanide
0185-0134	Reserpine
0185-0139	Etodolac
0185-0140	Etodolac
0185-0141	Oxaprozin
0185-0145	Nabumetone
0185-0146	Nabumetone
0185-0149	Midodrine Hydrochloride
0185-0150	Nizatidine
0185-0152	Lisinopril
0185-0152	Hydrochlorothiazide
0185-0157	Fluvoxamine Maleate
0185-0170	Sotalol Hydrochloride
0185-0171	Sotalol Hydrochloride
0185-0173	Hydrochlorothiazide
0185-0173	Lisinopril
0185-0174	Sotalol Hydrochloride
0185-0177	Sotalol Hydrochloride
0185-0193	Zonisamide
0185-0199	Zonisamide
0185-0200	Zonisamide
0185-0204	Benazepril Hydrochloride
0185-0204	Hydrochlorothiazide
0185-0205	Methimazole
0185-0210	Methimazole
0185-0211	Hydrochlorothiazide
0185-0211	Benazepril Hydrochloride
0185-0212	Mirtazapine
0185-0213	Metformin Hydrochloride
0185-0215	Metformin Hydrochloride
0185-0221	Metformin Hydrochloride
0185-0222	Mirtazapine
0185-0223	Cilostazol
0185-0277	Benazepril Hydrochloride
0185-0277	Hydrochlorothiazide
0185-0300	Nizatidine
0185-0325	Hydrochlorothiazide
0185-0325	Benazepril Hydrochloride
0185-0341	Fosinopril Sodium
0185-0341	Hydrochlorothiazide
0185-0342	Hydrochlorothiazide
0185-0342	Fosinopril Sodium
0185-0371	Citalopram Hydrobromide
0185-0372	Citalopram Hydrobromide
0185-0373	Citalopram Hydrobromide
0185-0401	Amphetamine Sulfate
0185-0401	Dextroamphetamine Sulfate
0185-0401	Amphetamine Aspartate Monohydrate
0185-0401	Dextroamphetamine Saccharate
0185-0404	Amphetamine Sulfate
0185-0404	Dextroamphetamine Saccharate
0185-0404	Dextroamphetamine Sulfate
0185-0404	Amphetamine Aspartate Monohydrate
0185-0410	Bupropion Hydrochloride
0185-0415	Bupropion Hydrochloride
0185-0448	Metaxalone
0185-0505	Benazepril Hydrochloride
0185-0550	Itraconazole
0185-0613	Hydroxyzine Pamoate
0185-0615	Hydroxyzine Pamoate
0185-0644	Phentermine Hydrochloride
0185-0647	Phentermine Hydrochloride
0185-0648	Diphenhydramine Hydrochloride
0185-0649	Diphenhydramine Hydrochloride
0185-0674	Hydroxyzine Pamoate
0185-0701	Bisoprolol Fumarate
0185-0701	Hydrochlorothiazide
0185-0704	Hydrochlorothiazide
0185-0704	Bisoprolol Fumarate
0185-0707	Bisoprolol Fumarate
0185-0707	Hydrochlorothiazide
0185-0713	Caffeine
0185-0713	Aspirin
0185-0713	Orphenadrine Citrate
0185-0714	Aspirin
0185-0714	Caffeine
0185-0714	Orphenadrine Citrate
0185-0720	Indomethacin
0185-0724	Aspirin
0185-0724	Carisoprodol
0185-0749	Aspirin
0185-0749	Codeine Phosphate
0185-0749	Carisoprodol
0185-0757	Sulfadiazine
0185-0771	Bisoprolol Fumarate
0185-0774	Bisoprolol Fumarate
0185-0799	Rifampin
0185-0801	Rifampin
0185-0820	Benazepril Hydrochloride
0185-0932	Cyclosporine
0185-0933	Cyclosporine
0185-0939	Cholestyramine
0185-0940	Cholestyramine
0185-1047	Quinidine Sulfate
0185-1111	Bupropion Hydrochloride
0185-4057	Phendimetrazine Tartrate
0185-4346	Quinidine Sulfate
0185-4350	Isoniazid
0185-4351	Isoniazid
0185-4400	Tizanidine Hydrochloride
0185-4416	Metformin Hydrochloride
0185-5000	Phentermine Hydrochloride
0185-5050	Metolazone
0185-5254	Phendimetrazine Tartrate
0185-5400	Lisinopril
0185-5600	Metolazone
0185-7100	Hydrochlorothiazide
0185-7100	Lisinopril
0185-7322	Albuterol Sulfate
0185-7322	Ipratropium Bromide
0185-7400	Leuprolide Acetate
0186-0004	Candesartan Cilexetil
0186-0008	Candesartan Cilexetil
0186-0016	Candesartan Cilexetil
0186-0032	Candesartan Cilexetil
0186-0370	Formoterol Fumarate Dihydrate
0186-0370	Budesonide
0186-0372	Budesonide
0186-0372	Formoterol Fumarate Dihydrate
0186-0450	Felodipine
0186-0451	Felodipine
0186-0452	Felodipine
0186-0510	Naproxen
0186-0510	Esomeprazole Magnesium
0186-0520	Esomeprazole Magnesium
0186-0520	Naproxen
0186-0606	Omeprazole Magnesium
0186-0610	Omeprazole Magnesium
0186-0625	Omeprazole Magnesium
0186-0702	Budesonide
0186-0742	Omeprazole Magnesium
0186-0743	Omeprazole Magnesium
0186-0777	Ticagrelor
0186-0916	Budesonide
0186-0917	Budesonide
0186-1070	Budesonide
0186-1073	Budesonide
0186-1087	Hydrochlorothiazide
0186-1087	Metoprolol Succinate
0186-1088	Metoprolol Succinate
0186-1090	Metoprolol Succinate
0186-1092	Metoprolol Succinate
0186-1094	Metoprolol Succinate
0186-1095	Metoprolol Succinate
0186-1095	Hydrochlorothiazide
0186-1097	Metoprolol Succinate
0186-1097	Hydrochlorothiazide
0186-1988	Budesonide
0186-1989	Budesonide
0186-1990	Budesonide
0186-4010	Esomeprazole Magnesium
0186-4020	Esomeprazole Magnesium
0186-4025	Esomeprazole Magnesium
0186-4040	Esomeprazole Magnesium
0186-4050	Esomeprazole Magnesium
0186-5020	Esomeprazole Magnesium
0186-5022	Esomeprazole Magnesium
0186-5040	Esomeprazole Magnesium
0186-5042	Esomeprazole Magnesium
0186-6020	Esomeprazole Sodium
0186-6040	Esomeprazole Sodium
0187-0003	Acetaminophen
0187-0003	Codeine Phosphate
0187-0007	Ribavirin
0187-0054	Chlorpheniramine
0187-0054	Hydrocodone
0187-0063	Lorazepam
0187-0064	Lorazepam
0187-0065	Lorazepam
0187-0108	Hydrocodone
0187-0108	Chlorpheniramine
0187-0140	Enalapril Maleate
0187-0141	Enalapril Maleate
0187-0142	Enalapril Maleate
0187-0143	Enalapril Maleate
0187-0146	Enalapril Maleate
0187-0146	Hydrochlorothiazide
0187-0152	Isosorbide Dinitrate
0187-0192	Isosorbide Dinitrate
0187-0245	Dihydroergotamine Mesylate
0187-0402	Methoxsalen
0187-0453	Selegiline Hydrochloride
0187-0497	Phendimetrazine Tartrate
0187-0498	Phendimetrazine Tartrate
0187-0500	Difenoxin Hydrochloride
0187-0500	Atropine Sulfate
0187-0651	Methoxsalen
0187-0658	Diazepam
0187-0659	Diazepam
0187-0730	Bupropion Hydrochloride
0187-0731	Bupropion Hydrochloride
0187-0771	Diltiazem Hydrochloride
0187-0772	Diltiazem Hydrochloride
0187-0792	Diltiazem Hydrochloride
0187-0795	Diltiazem Hydrochloride
0187-0796	Diltiazem Hydrochloride
0187-0797	Diltiazem Hydrochloride
0187-0798	Diltiazem Hydrochloride
0187-0799	Diltiazem Hydrochloride
0187-0842	Butalbital
0187-0842	Acetaminophen
0187-0844	Acetaminophen
0187-0844	Butalbital
0187-0901	Methyltestosterone
0187-0902	Methyltestosterone
0187-0938	Tolcapone
0187-0993	Acyclovir
0187-0994	Acyclovir
0187-1101	Tretinoin
0187-1221	Nabilone
0187-1366	Zinc Oxide
0187-1366	Octinoxate
0187-1366	Homosalate
0187-1366	Octocrylene
0187-1613	Benzoyl Peroxide
0187-1616	Benzoyl Peroxide
0187-1617	Benzoyl Peroxide
0187-1618	Benzoyl Peroxide
0187-1619	Sulfur
0187-1704	Phytonadione
0187-1824	Octinoxate
0187-1824	Zinc Oxide
0187-2045	Diltiazem Hydrochloride
0187-2046	Diltiazem Hydrochloride
0187-2047	Diltiazem Hydrochloride
0187-2048	Diltiazem Hydrochloride
0187-2049	Diltiazem Hydrochloride
0187-2050	Diltiazem Hydrochloride
0187-2097	Zinc Oxide
0187-2097	Octinoxate
0187-2105	Avobenzone
0187-2105	Oxybenzone
0187-2105	Homosalate
0187-2105	Octocrylene
0187-2105	Octisalate
0187-2120	Trientine Hydrochloride
0187-2200	Titanium Dioxide
0187-2200	Meradimate
0187-2200	Octinoxate
0187-2200	Homosalate
0187-2200	Zinc Oxide
0187-2201	Meradimate
0187-2201	Titanium Dioxide
0187-2201	Octinoxate
0187-2201	Zinc Oxide
0187-2201	Homosalate
0187-2203	Oxybenzone
0187-2203	Homosalate
0187-2203	Avobenzone
0187-2203	Octisalate
0187-2203	Octocrylene
0187-2204	Zinc Oxide
0187-2204	Titanium Dioxide
0187-2205	Titanium Dioxide
0187-2205	Zinc Oxide
0187-2206	Oxybenzone
0187-2206	Octisalate
0187-2206	Avobenzone
0187-2206	Homosalate
0187-2206	Octocrylene
0187-2207	Homosalate
0187-2207	Octocrylene
0187-2207	Oxybenzone
0187-2207	Avobenzone
0187-2207	Octisalate
0187-2208	Zinc Oxide
0187-2208	Titanium Dioxide
0187-2221	Zinc Oxide
0187-2221	Dimethicone
0187-2303	Zinc Oxide
0187-2303	Homosalate
0187-2303	Octocrylene
0187-2303	Octinoxate
0187-2612	Diltiazem Hydrochloride
0187-2613	Diltiazem Hydrochloride
0187-2614	Diltiazem Hydrochloride
0187-2615	Diltiazem Hydrochloride
0187-2616	Diltiazem Hydrochloride
0187-2617	Diltiazem Hydrochloride
0187-3010	Pyridostigmine Bromide
0187-3012	Pyridostigmine Bromide
0187-3013	Pyridostigmine Bromide
0187-3100	Neostigmine Bromide
0187-3202	Fluorouracil
0187-3203	Fluorouracil
0187-3204	Fluorouracil
0187-3554	Flucytosine
0187-3555	Flucytosine
0187-3750	Chlordiazepoxide Hydrochloride
0187-3751	Chlordiazepoxide Hydrochloride
0187-3758	Chlordiazepoxide Hydrochloride
0187-4100	Clidinium Bromide
0187-4100	Chlordiazepoxide Hydrochloride
0187-5010	Salicylic Acid
0187-5011	Benzoyl Peroxide
0187-5018	Benzoyl Peroxide
0187-5019	Salicylic Acid
0187-5100	Pimecrolimus
0187-5101	Pimecrolimus
0187-5102	Pimecrolimus
0187-5103	Pimecrolimus
0187-5104	Acyclovir
0187-5104	Hydrocortisone
0187-5115	Sertaconazole Nitrate
0187-5140	Tretinoin
0187-5144	Tretinoin
0187-5148	Tretinoin
0187-5150	Tretinoin
0187-5160	Tretinoin
0187-5162	Tretinoin
0187-5164	Tretinoin
0187-5170	Tretinoin
0187-5172	Tretinoin
0187-5180	Ciclopirox
0187-5182	Prednicarbate
0187-5183	Prednicarbate
0187-5190	Clindamycin Phosphate
0187-5190	Benzoyl Peroxide
0187-5198	Sulfacetamide Sodium
0187-5200	Fluorouracil
0187-5465	Ferric Oxide RED
0187-5465	Zinc Oxide
0187-5465	Pramoxine Hydrochloride
0187-5466	Pramoxine Hydrochloride
0187-5466	Zinc Acetate
0187-5475	Homosalate
0187-5475	Avobenzone
0187-5475	Octocrylene
0187-5475	Octisalate
0187-5475	Oxybenzone
0187-5478	Avobenzone
0187-5478	Octisalate
0187-5478	Oxybenzone
0187-5478	Octocrylene
0187-5479	Hydroquinone
0187-5479	Octinoxate
0187-5485	Benzoyl Peroxide
0187-5500	Octisalate
0187-5500	Oxybenzone
0187-5500	Octinoxate
0187-5525	Bexarotene
0187-5526	Bexarotene
0187-5600	Verteporfin
0224-0500	Calcium Polycarbophil
0224-1801	Psyllium Husk
0224-1822	Psyllium Husk
0224-1841	Psyllium Husk
0224-1847	Psyllium Husk
0224-1852	Psyllium Husk
0224-1855	Psyllium Husk
0224-1856	Psyllium Husk
0224-1860	Sennosides
0224-1860	Plantago Seed
0224-1866	Psyllium Husk
0224-1878	Psyllium Husk
0225-0295	Hyoscyamine Sulfate
0225-0360	Trolamine Salicylate
0225-0495	Pramoxine Hydrochloride
0225-0495	Benzyl Alcohol
0225-0516	Benzyl Alcohol
0225-0516	Pramoxine Hydrochloride
0225-0580	Pseudoephedrine Hydrochloride
0225-0580	Guaifenesin
0225-0610	Propylhexedrine
0228-1112	Diltiazem Hydrochloride
0228-1113	Diltiazem Hydrochloride
0228-1114	Diltiazem Hydrochloride
0228-1115	Diltiazem Hydrochloride
0228-1116	Diltiazem Hydrochloride
0228-1117	Diltiazem Hydrochloride
0228-2027	Alprazolam
0228-2029	Alprazolam
0228-2031	Alprazolam
0228-2039	Alprazolam
0228-2057	Lorazepam
0228-2059	Lorazepam
0228-2063	Lorazepam
0228-2067	Oxazepam
0228-2069	Oxazepam
0228-2073	Oxazepam
0228-2076	Temazepam
0228-2077	Temazepam
0228-2127	Clonidine Hydrochloride
0228-2128	Clonidine Hydrochloride
0228-2129	Clonidine Hydrochloride
0228-2143	Carbamazepine
0228-2269	Metoclopramide Hydrochloride
0228-2348	Propylthiouracil
0228-2497	Nifedipine
0228-2530	Nifedipine
0228-2538	Levodopa
0228-2538	Carbidopa
0228-2539	Carbidopa
0228-2539	Levodopa
0228-2540	Carbidopa
0228-2540	Levodopa
0228-2550	Diclofenac Sodium
0228-2551	Diclofenac Sodium
0228-2571	Indapamide
0228-2577	Diltiazem Hydrochloride
0228-2578	Diltiazem Hydrochloride
0228-2579	Diltiazem Hydrochloride
0228-2588	Diltiazem Hydrochloride
0228-2597	Indapamide
0228-2620	Isosorbide Mononitrate
0228-2631	Isosorbide Mononitrate
0228-2636	Gabapentin
0228-2637	Gabapentin
0228-2665	Gabapentin
0228-2666	Gabapentin
0228-2667	Gabapentin
0228-2672	Spironolactone
0228-2673	Spironolactone
0228-2717	Diclofenac Sodium
0228-2751	Glyburide
0228-2751	Metformin Hydrochloride
0228-2752	Glyburide
0228-2752	Metformin Hydrochloride
0228-2753	Glyburide
0228-2753	Metformin Hydrochloride
0228-2778	Propranolol Hydrochloride
0228-2779	Propranolol Hydrochloride
0228-2780	Propranolol Hydrochloride
0228-2781	Propranolol Hydrochloride
0228-2801	Pilocarpine Hydrochloride
0228-2803	Spironolactone
0228-2820	Hydrochlorothiazide
0228-2837	Pilocarpine Hydrochloride
0228-2848	Fluvoxamine Maleate
0228-2849	Fluvoxamine Maleate
0228-2878	Oxycodone Hydrochloride
0228-2879	Oxycodone Hydrochloride
0228-2890	Duloxetine Hydrochloride
0228-2891	Duloxetine Hydrochloride
0228-2892	Duloxetine Hydrochloride
0228-2895	Doxycycline Hyclate
0228-2896	Doxycycline Hyclate
0228-2898	Glipizide
0228-2899	Glipizide
0228-2900	Glipizide
0228-2918	Diltiazem Hydrochloride
0228-2975	Levetiracetam
0228-2980	Acetaminophen
0228-2980	Oxycodone Hydrochloride
0228-2981	Oxycodone Hydrochloride
0228-2981	Acetaminophen
0228-2982	Oxycodone Hydrochloride
0228-2982	Acetaminophen
0228-2983	Oxycodone Hydrochloride
0228-2983	Acetaminophen
0228-2996	Tamsulosin Hydrochloride
0228-3003	Clonazepam
0228-3004	Clonazepam
0228-3005	Clonazepam
0228-3059	Amphetamine Sulfate
0228-3059	Dextroamphetamine Sulfate
0228-3059	Amphetamine Aspartate Monohydrate
0228-3059	Dextroamphetamine Saccharate
0228-3060	Amphetamine Sulfate
0228-3060	Dextroamphetamine Saccharate
0228-3060	Amphetamine Aspartate Monohydrate
0228-3060	Dextroamphetamine Sulfate
0228-3061	Dextroamphetamine Saccharate
0228-3061	Dextroamphetamine Sulfate
0228-3061	Amphetamine Sulfate
0228-3061	Amphetamine Aspartate Monohydrate
0228-3062	Dextroamphetamine Sulfate
0228-3062	Amphetamine Sulfate
0228-3062	Amphetamine Aspartate Monohydrate
0228-3062	Dextroamphetamine Saccharate
0228-3063	Dextroamphetamine Saccharate
0228-3063	Amphetamine Aspartate Monohydrate
0228-3063	Dextroamphetamine Sulfate
0228-3063	Amphetamine Sulfate
0228-3064	Dextroamphetamine Saccharate
0228-3064	Amphetamine Sulfate
0228-3064	Dextroamphetamine Sulfate
0228-3064	Amphetamine Aspartate Monohydrate
0228-3083	Alprazolam
0228-3084	Alprazolam
0228-3086	Alprazolam
0228-3087	Alprazolam
0228-3090	Morphine Sulfate
0228-3091	Morphine Sulfate
0228-3092	Morphine Sulfate
0228-3093	Morphine Sulfate
0228-3116	Morphine Sulfate
0228-3117	Morphine Sulfate
0228-3154	Buprenorphine Hydrochloride
0228-3154	Naloxone Hydrochloride Dihydrate
0228-3155	Buprenorphine Hydrochloride
0228-3155	Naloxone Hydrochloride Dihydrate
0228-3227	Oxymorphone Hydrochloride
0228-3228	Oxymorphone Hydrochloride
0228-3229	Oxymorphone Hydrochloride
0228-3230	Oxymorphone Hydrochloride
0228-3261	Oxymorphone Hydrochloride
0228-3262	Oxymorphone Hydrochloride
0228-3263	Oxymorphone Hydrochloride
0228-3481	Zolpidem Tartrate
0228-3482	Zolpidem Tartrate
0228-3501	Morphine Sulfate
0228-3502	Morphine Sulfate
0228-3503	Morphine Sulfate
0228-3504	Morphine Sulfate
0228-3505	Morphine Sulfate
0228-3506	Morphine Sulfate
0228-3507	Morphine Sulfate
0228-3508	Morphine Sulfate
0228-3640	Ropinirole Hydrochloride
0228-3658	Ropinirole Hydrochloride
0228-3659	Ropinirole Hydrochloride
0228-3660	Ropinirole Hydrochloride
0228-3661	Ropinirole Hydrochloride
0228-4019	Alprazolam
0228-4022	Alprazolam
0228-4024	Alprazolam
0228-4025	Alprazolam
0228-4029	Ibuprofen
0228-4029	Oxycodone Hydrochloride
0228-4417	Levetiracetam
0234-0575	Chlorhexidine Gluconate
0245-0003	Potassium Iodide
0245-0008	Calcitonin Salmon
0245-0012	Sotalol Hydrochloride
0245-0013	Sotalol Hydrochloride
0245-0014	Sotalol Hydrochloride
0245-0015	Sotalol Hydrochloride
0245-0035	Potassium Chloride
0245-0036	Cholestyramine
0245-0037	Potassium Chloride
0245-0039	Potassium Bicarbonate
0245-0040	Potassium Chloride
0245-0041	Potassium Chloride
0245-0042	Potassium Chloride
0245-0043	Potassium Chloride
0245-0057	Potassium Chloride
0245-0058	Potassium Chloride
0245-0067	Niacin
0245-0070	Potassium Citrate
0245-0071	Potassium Citrate
0245-0084	Propranolol Hydrochloride
0245-0085	Propranolol Hydrochloride
0245-0086	Propranolol Hydrochloride
0245-0087	Propranolol Hydrochloride
0245-0136	Triamcinolone Acetonide
0245-0144	Amiodarone Hydrochloride
0245-0145	Amiodarone Hydrochloride
0245-0147	Amiodarone Hydrochloride
0245-0150	Potassium Chloride
0245-0168	Sulfur
0245-0168	Sulfacetamide Sodium
0245-0169	Sulfacetamide Sodium
0245-0169	Sulfur
0245-0178	Ascorbic Acid
0245-0178	Pyridoxine Hydrochloride
0245-0178	Doconexent
0245-0178	Folic Acid
0245-0178	Docusate Sodium
0245-0178	Tribasic Calcium Phosphate
0245-0178	Cholecalciferol
0245-0178	Ferrous Fumarate
0245-0178	.alpha.-tocopherol
0245-0180	Divalproex Sodium
0245-0181	Divalproex Sodium
0245-0182	Divalproex Sodium
0245-0211	Midodrine Hydrochloride
0245-0212	Midodrine Hydrochloride
0245-0213	Midodrine Hydrochloride
0245-0214	Calcium
0245-0214	Folic Acid
0245-0214	Ginger
0245-0214	Pyridoxine
0245-0215	Calcium
0245-0215	Ginger
0245-0215	Folic Acid
0245-0215	Pyridoxine
0245-0242	Potassium Chloride
0245-0243	Potassium Chloride
0245-0245	.alpha.-tocopherol
0245-0245	Cholecalciferol
0245-0245	Folic Acid
0245-0245	Iron
0245-0245	Pyridoxine
0245-0245	Crypthecodinium Cohnii DHA OIL
0245-0245	Docusate Sodium
0245-0245	Ascorbic Acid
0245-0245	Calcium
0245-0271	Oxandrolone
0245-0272	Oxandrolone
0245-0374	Ascorbic Acid
0245-0374	Cholecalciferol
0245-0374	Pyridoxine
0245-0374	.alpha.-tocopherol
0245-0374	Biotin
0245-0374	Calcium
0245-0374	Iron
0245-0374	Crypthecodinium Cohnii DHA OIL
0245-0374	Folic Acid
0245-0374	Docusate Calcium
0245-0420	Fentanyl
0245-0421	Fentanyl
0245-0422	Fentanyl
0245-0423	Fentanyl
0245-0536	Cholestyramine
0245-0707	Topiramate
0245-0708	Topiramate
0245-0709	Topiramate
0245-0710	Topiramate
0245-0860	Metronidazole
0245-0871	Testosterone
0245-0872	Testosterone
0245-0880	Estradiol
0245-0881	Estradiol
0245-0882	Estradiol
0245-1071	Topiramate
0245-1072	Topiramate
0245-1073	Topiramate
0245-1074	Topiramate
0245-1075	Topiramate
0256-0185	Pantothenic Acid
0256-0185	Folic Acid
0256-0185	Cyanocobalamin
0256-0185	Thiamine
0256-0185	Ascorbic Acid
0256-0185	Biotin
0256-0185	Pyridoxine
0256-0185	Niacin
0256-0185	Riboflavin
0258-3687	Diltiazem Hydrochloride
0258-3688	Diltiazem Hydrochloride
0258-3689	Diltiazem Hydrochloride
0258-3690	Diltiazem Hydrochloride
0258-3691	Diltiazem Hydrochloride
0258-3692	Diltiazem Hydrochloride
0258-4000	Acamprosate Calcium
0259-0501	Glycopyrrolate
0259-1101	Allantoin
0259-1102	Naftifine Hydrochloride
0259-1105	Allantoin
0259-1139	Urea
0259-1202	Naftifine Hydrochloride
0259-1420	Itraconazole
0259-1605	Botulinum Toxin Type A
0259-1610	Botulinum Toxin Type A
0259-2102	Dimethicone
0259-2202	Dimethicone
0259-3192	Avobenzone
0259-3192	Octocrylene
0259-3192	Oxybenzone
0259-4126	Naftifine Hydrochloride
0259-4770	Naftifine Hydrochloride
0264-1101	Dextrose
0264-1102	Dextrose
0264-1207	Dextrose
0264-1290	Dextrose Monohydrate
0264-1510	Dextrose Monohydrate
0264-1800	Sodium Chloride
0264-1909	Tryptophan
0264-1909	Phenylalanine
0264-1909	Lysine Acetate
0264-1909	Threonine
0264-1909	Leucine
0264-1909	Cysteine Hydrochloride
0264-1909	Valine
0264-1909	Methionine
0264-1909	Histidine
0264-1909	Isoleucine
0264-1915	Sodium Acetate
0264-1915	Phenylalanine
0264-1915	Lysine Acetate
0264-1915	Leucine
0264-1915	Alanine
0264-1915	Proline
0264-1915	Serine
0264-1915	Threonine
0264-1915	Sodium Chloride
0264-1915	Potassium Chloride
0264-1915	Valine
0264-1915	Magnesium Acetate
0264-1915	Histidine
0264-1915	Isoleucine
