product_ndc	name
0093-3045	Verapamil Hydrochloride
0093-3107	Amoxicillin
0093-3109	Amoxicillin
0093-3123	Dicloxacillin Sodium
0093-3125	Dicloxacillin Sodium
0093-3127	Disopyramide Phosphate
0093-3129	Disopyramide Phosphate
0093-3134	Camrese
0093-3145	Cephalexin
0093-3147	Cephalexin
0093-3160	Cefdinir
0093-3165	Minocycline Hydrochloride
0093-3167	Minocycline Hydrochloride
0093-3171	Clindamycin Hydrochloride
0093-3193	Ketoprofen
0093-3195	Ketoprofen
0093-3196	Cefadroxil
0093-4029	Indomethacin
0093-4030	Indomethacin
0093-4059	Cefadroxil
0093-4085	Tobramycin
0093-4125	Penicillin V Potassium
0093-4127	Penicillin V Potassium
0093-4136	Cefdinir
0093-4137	Cefdinir
0093-4145	Levalbuterol
0093-4146	Levalbuterol
0093-4147	Levalbuterol
0093-4148	Levalbuterol
0093-4150	Amoxicillin
0093-4155	Amoxicillin
0093-4160	Amoxicillin
0093-4161	Amoxicillin
0093-4175	Cephalexin
0093-4177	Cephalexin
0093-4180	Cefadroxil
0093-4181	Cefadroxil
0093-4232	Bumetanide
0093-4233	Bumetanide
0093-4234	Bumetanide
0093-4235	Nadolol
0093-4236	Nadolol
0093-4237	Nadolol
0093-4336	Terazosin Hydrochloride
0093-4337	Terazosin Hydrochloride
0093-4338	Terazosin Hydrochloride
0093-4339	Terazosin Hydrochloride
0093-4346	Fluoxetine
0093-4443	Gabapentin
0093-4444	Gabapentin
0093-4740	Citalopram
0093-4741	Citalopram
0093-4742	Citalopram
0093-4820	Lorazepam
0093-4821	Lorazepam
0093-4822	Lorazepam
0093-5035	Disulfiram
0093-5036	Disulfiram
0093-5049	Pioglitazone and Metformin Hydrocholride
0093-5050	Pioglitazone and Metformin Hydrocholride
0093-5060	Hydroxyzine Hydrochloride
0093-5061	Hydroxyzine Hydrochloride
0093-5062	Hydroxyzine Hydrochloride
0093-5105	Olanzapine
0093-5112	Diltiazem Hydrochloride
0093-5116	Pentoxifylline
0093-5117	Diltiazem Hydrochloride
0093-5118	Diltiazem Hydrochloride
0093-5119	Diltiazem Hydrochloride
0093-5140	Alendronate Sodium
0093-5141	Alendronate Sodium
0093-5142	Alendronate Sodium
0093-5150	Moexipril Hydrochloride
0093-5161	Hydrocodone Bitartrate and Ibuprofen
0093-5171	Alendronate Sodium
0093-5172	Alendronate Sodium
0093-5173	Nifedical XL
0093-5200	Buspirone Hydrochloride
0093-5206	Oxybutynin Chloride
0093-5207	Oxybutynin Chloride
0093-5208	Oxybutynin Chloride
0093-5213	Moexipril Hydrochloride and Hydrochlorothiazide
0093-5214	Moexipril Hydrochloride and Hydrochlorothiazide
0093-5215	Moexipril Hydrochloride and Hydrochlorothiazide
0093-5256	Clindamycin Hydrochloride
0093-5268	Zaleplon
0093-5269	Zaleplon
0093-5270	Bisoprolol Fumarate
0093-5271	Bisoprolol Fumarate
0093-5275	Dexmethylphenidate Hydrochloride
0093-5276	Dexmethylphenidate Hydrochloride
0093-5277	Dexmethylphenidate Hydrochloride
0093-5289	Voriconazole
0093-5290	Voriconazole
0093-5292	Methylphenidate Hydrochloride (cd)
0093-5293	Methylphenidate Hydrochloride (cd)
0093-5295	Methylphenidate Hydrochloride (cd)
0093-5296	Methylphenidate Hydrochloride (cd)
0093-5297	Methylphenidate Hydrochloride (cd)
0093-5298	Methylphenidate Hydrochloride (cd)
0093-5346	Methylphenidate Hydrochloride
0093-5347	Methylphenidate Hydrochloride
0093-5348	Methylphenidate Hydrochloride
0093-5353	Progesterone
0093-5354	Progesterone
0093-5378	Buprenorphine Hydrochloride
0093-5379	Buprenorphine Hydrochloride
0093-5385	Lamivudine and Zidovudine
0093-5401	Omega-3-acid Ethyl Esters
0093-5414	Fluconazole
0093-5415	Fluconazole
0093-5420	Cabergoline
0093-5423	Gianvi
0093-5454	Mimvey Lo
0093-5455	Mimvey Lo
0093-5501	Budeprion SR
0093-5502	Budeprion SR
0093-5503	Olanzapine and Fluoxetine
0093-5504	Olanzapine and Fluoxetine
0093-5505	Olanzapine and Fluoxetine
0093-5506	Olanzapine and Fluoxetine
0093-5507	Olanzapine and Fluoxetine
0093-5510	Mercaptopurine
0093-5512	Carbamazepine
0093-5513	Carbamazepine
0093-5514	Carbamazepine
0093-5537	Eszopiclone
0093-5538	Eszopiclone
0093-5539	Eszopiclone
0093-5552	Dexmethylphenidate Hydrochloride
0093-5554	Dexmethylphenidate Hydrochloride
0093-5562	Dexmethylphenidate Hydrochloride
0093-5703	Buproban
0093-5710	Glyburide and Metformin Hydrochloride
0093-5711	Glyburide and Metformin Hydrochloride
0093-5712	Glyburide and Metformin Hydrochloride
0093-5786	Entecavir
0093-5787	Entecavir
0093-5850	Escitalopram
0093-5851	Escitalopram
0093-5852	Escitalopram
0093-6108	Fluoxetine
0093-6118	Prednisolone
0093-6137	Diazepam
0093-6138	Diazepam
0093-6139	Diazepam
0093-6148	Camreselo
0093-6300	Cetirizine Hydrochloride
0093-6301	Adapalene
0093-6723	Ipratropium Bromide and Albuterol Sulfate
0093-6815	Budesonide
0093-6816	Budesonide
0093-6900	Fentanyl
0093-6901	Fentanyl
0093-6902	Fentanyl
0093-6903	Fentanyl
0093-7037	Amlodipine, Valsartan, and Hydrochlorothiazide
0093-7038	Amlodipine, Valsartan, and Hydrochlorothiazide
0093-7102	Griseofulvin
0093-7113	Nefazodone Hydrochloride
0093-7114	Paroxetine
0093-7115	Paroxetine
0093-7116	Paroxetine
0093-7121	Paroxetine
0093-7146	Azithromycin
0093-7147	Azithromycin
0093-7148	Azithromycin
0093-7149	Azithromycin
0093-7152	Simvastatin
0093-7153	Simvastatin
0093-7154	Simvastatin
0093-7155	Simvastatin
0093-7156	Simvastatin
0093-7157	Clarithromycin
0093-7158	Clarithromycin
0093-7167	Amlodipine Besylate
0093-7168	Amlodipine Besylate
0093-7169	Azithromycin
0093-7172	Etodolac
0093-7178	Nefazodone Hydrochloride
0093-7180	Ofloxacin
0093-7181	Ofloxacin
0093-7182	Ofloxacin
0093-7188	Fluoxetine
0093-7201	Pravastatin Sodium
0093-7202	Pravastatin Sodium
0093-7206	Mirtazapine
0093-7207	Mirtazapine
0093-7208	Mirtazapine
0093-7212	Metformin Hydrochloride
0093-7214	Metformin Hydrochloride
0093-7219	Topiramate
0093-7220	Topiramate
0093-7222	Fosinopril Sodium
0093-7223	Fosinopril Sodium
0093-7224	Fosinopril Sodium
0093-7227	Ribavirin
0093-7232	Ribavirin
0093-7234	Meloxicam
0093-7236	Ondansetron Hydrochloride
0093-7240	Risperidone
0093-7241	Risperidone
0093-7242	Risperidone
0093-7243	Risperidone
0093-7244	Clarithromycin
0093-7254	Glimepiride
0093-7255	Glimepiride
0093-7256	Glimepiride
0093-7258	Valacyclovir
0093-7259	Valacyclovir
0093-7267	Metformin Hydrochloride
0093-7270	Pravastatin Sodium
0093-7290	Raloxifene Hydrochloride
0093-7291	Levofloxacin
0093-7292	Levofloxacin
0093-7293	Levofloxacin
0093-7295	Carvedilol
0093-7296	Carvedilol
0093-7299	Meloxicam
0093-7300	Minocycline Hydrochloride
0093-7303	Mirtazapine
0093-7304	Mirtazapine
0093-7305	Mirtazapine
0093-7314	Clopidogrel
0093-7316	Desmopressin Acetate
0093-7317	Desmopressin Acetate
0093-7325	Trandolapril
0093-7326	Trandolapril
0093-7327	Trandolapril
0093-7334	Mycophenolate Mofetil
0093-7335	Topiramate
0093-7336	Topiramate
0093-7338	Tamsulosin Hydrochloride
0093-7350	Lansoprazole
0093-7351	Lansoprazole
0093-7364	Losartan Potassium
0093-7365	Losartan Potassium
0093-7366	Losartan Potassium
0093-7380	Venlafaxine Hydrochloride
0093-7381	Venlafaxine Hydrochloride
0093-7382	Venlafaxine Hydrochloride
0093-7383	Venlafaxine Hydrochloride
0093-7387	Moxifloxacin Hydrochloride
0093-7392	Niacin
0093-7393	Niacin
0093-7394	Niacin
0093-7424	Montelukast Sodium
0093-7425	Montelukast Sodium
0093-7426	Montelukast Sodium
0093-7436	Ramipril
0093-7437	Ramipril
0093-7438	Ramipril
0093-7442	Fluvastatin
0093-7443	Fluvastatin
0093-7455	Glipizide and Metformin Hydrochloride
0093-7456	Glipizide and Metformin Hydrochloride
0093-7457	Glipizide and Metformin Hydrochloride
0093-7464	Irbesartan
0093-7465	Irbesartan
0093-7466	Irbesartan
0093-7471	Rizatriptan Benzoate
0093-7472	Rizatriptan Benzoate
0093-7473	Capecitabine
0093-7474	Capecitabine
0093-7477	Mycophenolate Mofetil
0093-7485	Granisetron Hydrochloride
0093-7514	Irbesartan
0093-7536	Anastrozole
0093-7540	Topiramate
0093-7542	Duloxetine
0093-7543	Duloxetine
0093-7544	Duloxetine
0093-7599	Temozolomide
0093-7600	Temozolomide
0093-7601	Temozolomide
0093-7602	Temozolomide
0093-7618	Dorzolamide Hydrochloride
0093-7620	Letrozole
0093-7638	Temozolomide
0093-7639	Temozolomide
0093-7656	Paricalcitol
0093-7657	Paricalcitol
0093-7658	Paricalcitol
0093-7701	Levocetirizine Dihydrochloride
0093-7795	Levetiracetam
0093-7796	Levetiracetam
0093-7807	Amlodipine, Valsartan, and Hydrochlorothiazide
0093-7809	Amlodipine, Valsartan, and Hydrochlorothiazide
0093-7810	Amlodipine, Valsartan, and Hydrochlorothiazide
0093-8034	Glyburide
0093-8035	Glyburide
0093-8036	Glyburide
0093-8055	Lansoprazole Amoxicillin Clarithromycin
0093-8117	Famciclovir
0093-8118	Famciclovir
0093-8119	Famciclovir
0093-8120	Doxazosin
0093-8121	Doxazosin
0093-8122	Doxazosin
0093-8123	Doxazosin
0093-8161	Quetiapine Fumarate
0093-8162	Quetiapine Fumarate
0093-8163	Quetiapine Fumarate
0093-8164	Quetiapine Fumarate
0093-8165	Quetiapine Fumarate
0093-8166	Quetiapine Fumarate
0093-8192	Cimetidine
0093-8204	Cimetidine
0093-8232	Irbesartan and Hydrochlorothiazide
0093-8238	Irbesartan and Hydrochlorothiazide
0093-8305	Cimetidine
0093-8342	Glyburide
0093-8343	Glyburide
0093-8344	Glyburide
0093-8522	Naratriptan
0093-8523	Naratriptan
0093-8675	Amoxicillin and Clavulanate Potassium
0093-8739	Mexiletine Hydrochloride
0093-8740	Mexiletine Hydrochloride
0093-8741	Mexiletine Hydrochloride
0093-8940	Acyclovir
0093-8943	Acyclovir
0093-8947	Acyclovir
0093-9175	Quinidine Sulfate
0093-9364	Glyburide
0093-9433	Glyburide
0093-9477	Glyburide
0093-9604	Haloperidol
0093-9612	Doxepin Hydrochloride
0093-9614	Silver Nitrate
0093-9643	Prochlorperazine Maleate
0093-9652	Prochlorperazine Maleate
0093-9660	Ethosuximide
0095-0049	Cormax
0095-0054	Tussicaps
0095-0086	Dexamethasone
0095-0087	Dexamethasone
0095-0088	Dexamethasone
0095-0089	Dexamethasone
0095-0108	Tussicaps
0095-0202	Vosol
0095-0674	Zolvit
0095-0860	Lodrane D
0095-0950	Zolpimist
0095-3000	Bupap
0095-9090	Lortab
0096-0682	Solbar Shield Spf40
0096-0685	Solbar Thirty SPF 30
0096-0687	Solbar Avo Spf35
0096-0688	Solbar Zinc Spf38
0096-0709	Xerac AC
0096-0736	Dhs TAR GEL 8 oz
0096-0737	Dhs TAR
0096-0741	Solbar Fifty Spf50
0113-0002	Good Sense Enema
0113-0008	Good Sense Pain Relief Infants Concentrated
0113-0013	Good Sense Allergy and Congestion Relief
0113-0014	Good Sense Cold
0113-0020	Good Sense Childrens Pain and Fever
0113-0022	Good Sense Heartburn Relief
0113-0027	Good Sense Allergy eye
0113-0029	Good Sense Nicotine
0113-0041	Good Sense Night Time
0113-0046	Good Sense Pain Relief Extra Strength
0113-0047	Acid Reducer Maximum Strength
0113-0049	Good Sense Muscle
0113-0050	Good Sense Ibuprofen pm
0113-0052	Good Sense Sleep Time
0113-0054	Good Sense Suphedrine 12 Hour
0113-0056	Good Sense Night Time
0113-0057	Good Sense Ibuprofen Infants
0113-0061	Good Sense Tussin Mucus and Chest Congestion
0113-0065	Good Sense Nasal
0113-0067	Good Sense Triple Antibiotic
0113-0074	Good Sense Ibuprofen
0113-0081	Good Sense Miconazole 3
0113-0083	Good Sense Ibuprofen Cold and Sinus
0113-0084	Good Sense First Aid Antibiotic
0113-0090	Good Sense Daytime Nighttime
0113-0090	Good Sense Daytime Night Time
0113-0094	Good Sense Nasal Decongestant PE
0113-0096	Good Sense flu and Severe Cold and Cough Daytime
0113-0105	Good Sense Pain Relief Childrens
0113-0110	Fresh and Pure
0113-0117	Good Sense Lansoprazole
0113-0130	Good Sense Pain Relief Childrens
0113-0131	Good Sense Ibuprofen
0113-0133	Good Sense flu and Sore Throat
0113-0139	Good Sense Cold and Allergy
0113-0141	Good Sense Acid Reducer
0113-0142	Good Sense Vagicaine Anti Itch
0113-0145	Good Sense Mucus Relief Cold and Sinus
0113-0151	Good Sense Nighttime Sleep aid
0113-0154	Good Sense Athletes Foot
0113-0160	Good Sense Hemorrhoidal
0113-0161	Good Sense Pain and Fever
0113-0165	Good Sense Allergy and Congestion Relief
0113-0166	Good Sense Ibuprofen Childrens
0113-0170	Good Sense Nicotine
0113-0173	Good Sense Complete Lice Treatment
0113-0173	Good Sense Complete Lice Treatment
0113-0175	Good Sense Pain Relief Childrens
0113-0176	Good Sense All Day Allergy D
0113-0179	Good Sense Antacid
0113-0186	Good Sense Sleep Time
0113-0187	Good Sense Pain Relief Extra Strength
0113-0188	Good Sense Hemorrhoidal
0113-0189	Good Sense Childrens All Day Allergy
0113-0194	Good Sense Acid Reducer
0113-0202	Good Sense Hair Regrowth Treatment for Women
0113-0206	Good Sense Nicotine Mint
0113-0212	Good Sense Childrens Pain and Fever
0113-0214	Good Sense Miconazole 7
0113-0217	Good Sense Pain Relief 8 Hour
0113-0224	Good Sense Anti Diarrheal
0113-0227	Good Sense Pain Relief Extra Strength
0113-0234	Good Sense Cold Head Congestion Severe
0113-0259	Good Sense Aspirin
0113-0271	Good Sense Acid Reducer
0113-0272	Good Sense Sinus Congestion and Pain
0113-0274	Good Sense Aspirin
0113-0277	Good Sense Aspirin
0113-0279	Good Sense Hemorrhoidal
0113-0282	Good Sense Dayhist Allergy
0113-0288	Good Sense Mucus Relief
0113-0289	Good Sense Pain Relief Infants Concentrated
0113-0291	Good Sense Anti Nausea
0113-0294	Good Sense Hair Regrowth Treatment
0113-0296	Good Sense Tussin cf max
0113-0299	Good Sense Cold and flu Severe
0113-0302	Good Sense Stomach Relief Original Strength
0113-0304	Good Sense Nasal
0113-0306	Good Sense Clear Lax
0113-0308	Good Sense Cold Multi Symptom
0113-0310	Good Sense Tussin Chest Congestion
0113-0321	Good Sense Complete
0113-0323	Good Sense Lubricating Plus
0113-0328	Good Sense Sore Throat
0113-0332	Good Sense Milk of Magnesia Stimulant Free
0113-0333	Good Sense Enema Mineral oil
0113-0335	Good Sense Night Time
0113-0337	Good Sense Stomach Relief
0113-0340	Good Sense Antacid
0113-0344	Good Sense Nicotine
0113-0345	Good Sense Severe Sinus Congestion
0113-0352	Good Sense Nicotine
0113-0355	Good Sense Headache pm
0113-0357	Good Sense Antacid Regular Strength
0113-0358	Good Sense Sinus and Allergy pe
0113-0359	Good Sense Tussin dm
0113-0368	Good Sense All Day Pain Relief
0113-0371	Good Sense Cold Multi Symptom
0113-0374	Good Sense Migraine Formula
0113-0377	Good Sense Anti Diarrheal
0113-0379	Good Sense Allergy
0113-0381	Good Sense Mucus Relief Cold flu and Sore Throat
0113-0384	Good Sense Cough dm
0113-0388	Good Sense Nasal
0113-0393	Good Sense Cold
0113-0394	Good Sense Hemorrhoidal
0113-0396	Good Sense Milk of Magnesia Stimulant Free
0113-0397	Good Sense Pain and Fever
0113-0400	Good Sense Hemorrhoidal
0113-0402	Good Sense Cold Head Congestion
0113-0403	Good Sense Pain Relief
0113-0404	Good Sense Allergy Relief 4 Hour
0113-0405	Good Sense Pain Relief Extra Strength
0113-0409	Good Sense Stay Awake
0113-0416	Good Sense Aspirin
0113-0419	Good Sense Childrens Mucus Relief Cough
0113-0422	Good Sense Nicotine
0113-0425	Good Sense Aller Ease
0113-0428	Good Sense Gas Relief Extra Strength
0113-0430	Good Sense Headache Formula Added Strength
0113-0431	Good Sense Nighttime Sleep aid
0113-0432	Good Sense Nasal Decongestant
0113-0437	Good Sense Pain Relief pm Extra Strength
0113-0441	Good Sense Sleep aid
0113-0456	Good Sense Nicotine
0113-0459	Good Sense Nighttime
0113-0461	Good Sense Ibuprofen
0113-0462	Good Sense Allergy Relief
0113-0463	Good Sense Allergy
0113-0467	Good Sense Aspirin
0113-0468	Good Sense Antacid
0113-0469	Good Sense Stomach Relief
0113-0476	Good Sense Allergy Multi Symptom
0113-0477	Good Sense Fiber Laxative
0113-0478	Good Sense Antacid
0113-0479	Good Sense Allergy Relief
0113-0484	Good Sense Pain Relief
0113-0485	Good Sense Antacid
0113-0486	Good Sense Stool Softener
0113-0489	Good Sense Antacid
0113-0498	Good Sense Mucus ER
0113-0516	Good Sense Tussin cf Cough and Cold
0113-0517	Good Sense Ibuprofen
0113-0532	Good Sense Nicotine
0113-0535	Good Sense Aspirin Enteric Safety Coated
0113-0541	Good Sense Anti Itch
0113-0544	Good Sense Pain Relief Arthritis Pain
0113-0546	Good Sense Complete
0113-0548	Good Sense Severe Daytime Cold and Flu
0113-0567	Good Sense Nighttime Daytime Cold and Flu
0113-0571	Good Sense Aller Ease
0113-0578	Good Sense Tussin dm Cough and Chest Congestion
0113-0579	Good Sense Severe Cold
0113-0588	Good Sense Antacid Maximum Strength
0113-0590	Good Sense Pain and Fever
0113-0595	Good Sense Antacid
0113-0603	Good Sense Severe Daytime Cold and Flu
0113-0604	Good Sense Ibuprofen
0113-0605	Good Sense Miconazole 3
0113-0608	Good Sense Childrens Pain and Fever
0113-0612	Good Sense Allergy Relief
0113-0615	Good Sense Itchy eye Original Prescription Strength
0113-0622	Good Sense Itch Relief
0113-0645	Good Sense Loperamide Hydrochloride
0113-0647	Good Sense Ibuprofen
0113-0648	Good Sense Nasal Four
0113-0656	Good Sense Daytime non Drowsy Cold and flu
0113-0657	Good Sense gas Relief
0113-0660	Good Sense Ibuprofen Childrens
0113-0666	Good Sense Cough and Sore Throat Night Time
0113-0668	Good Sense Nighttime Cough
0113-0678	Good Sense Hemorrhoidal
0113-0679	Good Sense Triple Antibiotic and Pain Relief
0113-0685	Good Sense Ibuprofen
0113-0692	Good Sense Cool Heat
0113-0695	Good Sense Jock Itch
0113-0698	Good Sense Cough and Sore Throat Daytime non Drowsy
0113-0703	Good Sense Tussin CF
0113-0734	Good Sense Nicotine
0113-0742	Good Sense Naproxen Sodium
0113-0751	Good Sense Pain Relief pm
0113-0759	Good Sense Pain Relief
0113-0763	Good Sense Severe Nighttime Cold and Flu
0113-0798	Good Sense Hair Regrowth Treatment for Men
0113-0799	Good Sense Tussin dm max
0113-0807	Good Sense Cold Remedy non Drowsy
0113-0817	Good Sense Nasal
0113-0818	Good Sense day Time
0113-0825	Good Sense Miconazole 7
0113-0829	Good Sense Pain Relief pm Extra Strength
0113-0837	Good Sense Pain Relief PM Extra Strength
0113-0839	Good Sense Childrens Mucus Relief
0113-0851	Good Sense Antacid
0113-0852	Good Sense Acid Reducer
0113-0854	Good Sense Nicotine
0113-0856	Good Sense Hair Regrowth Treatment for Women
0113-0857	Good Sense Athletes Foot Antifungal
0113-0866	Good Sense Lice Killing
0113-0872	Good Sense Night Time Cold and Flu
0113-0873	Good Sense Nicotine
0113-0881	Good Sense Antacid
0113-0882	Good Sense Simethicone Infants
0113-0884	Good Sense Childrens all day Allergy
0113-0896	Good Sense Lubricant Eye
0113-0897	Good Sense Ibuprofen Childrens
0113-0901	Good Sense Naproxen Sodium
0113-0903	Good Sense Cold
0113-0904	Good Sense Antacid
0113-0906	Good Sense Childrens Cold and Allergy
0113-0908	Good Sense Night Time Cold and Flu
0113-0911	Good Sense Childrens Ibuprofen Oral Suspension
0113-0915	Good Sense Omeprazole
0113-0917	Good Sense Pain Relief
0113-0922	Good Sense Mucus Relief Severe Congestion and Cold
0113-0923	Good Sense eye Itch Relief
0113-0934	Good Sense Adult Tussin DM
0113-0944	Good Sense Hemorrhoidal Maximum Strength Pain Relief
0113-0946	Good Sense Pain and Fever Infants
0113-0949	Good Sense Milk of Magnesia
0113-0950	Good Sense Acid Reducer
0113-0955	Good Sense Lice Treatment
0113-0957	Good Sense Nicotine
0113-0958	Good Sense Cough DM
0113-0962	Good Sense Antacid
0113-0964	Good Sense flu and Severe Cold and Cough Nighttime
0113-0973	Good Sense Anti Itch
0113-0974	Good Sense Childrens all day Allergy
0113-0977	Good Sense Night Time Cold and flu
0113-0987	Good Sense Childrens Cold and Cough Elixir
0113-0990	Good Sense Night Time
0113-0994	Good Sense Daytime
0113-0998	Good Sense Childrens Pain and Fever
0113-1165	Good Sense Allergy and Congestion Relief non Drowsy 24 Hour
0113-1411	Smart Health Aspirin Regular Strength
0113-2013	Allergy and Congestion Relief
0113-2054	12 Hour Decongestant
0113-2061	Tussin Mucus Plus Chest Congestion
0113-2141	Acid Reducer
0113-2176	All Day Allergy-d
0113-2304	Nasal
0113-2310	Tussin
0113-2365	Nicotine
0113-2432	Nasal Decongestant
0113-2442	Nicotine Polacrilex
0113-2476	Allergy
0113-4368	Good Sense Naproxen Sodium
0113-8365	Good Sense Nicotine
0113-8442	Nicotine Stop Smoking Aid
0113-8959	Good Sense Pain and Fever
0113-9458	Good Sense all day Allergy
0113-9490	Good Sense all day Pain Relief
0115-0511	Fenofibrate
0115-0522	Fenofibrate
0115-0533	Fenofibrate
0115-0671	Zolmitriptan
0115-0672	Zolmitriptan
0115-0691	Zolmitriptan
0115-0692	Zolmitriptan
0115-1030	Primidone
0115-1031	Primidone
0115-1040	Promethazine Hydrochloride
0115-1041	Promethazine Hydrochloride
0115-1042	Promethazine Hydrochloride
0115-1070	Dipyridamole
0115-1071	Dipyridamole
0115-1072	Dipyridamole
0115-1120	Galantamine Hydrobromide
0115-1121	Galantamine Hydrobromide
0115-1122	Galantamine Hydrobromide
0115-1150	Acarbose
0115-1151	Acarbose
0115-1152	Acarbose
0115-1205	Benzphetamine Hydrochloride
0115-1208	Doxycycline Hyclate
0115-1209	Doxycycline Hyclate
0115-1231	Oxymorphone Hydrochloride
0115-1232	Oxymorphone Hydrochloride
0115-1233	Oxymorphone Hydrochloride
0115-1234	Oxymorphone Hydrochloride
0115-1245	Minocycline Hydrochloride
0115-1246	Minocycline Hydrochloride
0115-1247	Minocycline Hydrochloride
0115-1315	Oxymorphone Hydrochloride
0115-1316	Oxymorphone Hydrochloride
0115-1317	Oxymorphone Hydrochloride
0115-1327	Doxycycline
0115-1328	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate
0115-1329	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate
0115-1330	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate
0115-1331	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate
0115-1332	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate
0115-1333	Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate
0115-1459	Fenofibric Acid
0115-1460	Fenofibric Acid
0115-1468	Lidocaine and Prilocaine
0115-1469	Mometasone Furoate
0115-1470	Mometasone Furoate
0115-1471	Mometasone Furoate
0115-1472	Betamethasone
0115-1473	Fluticasone Propionate
0115-1474	Metronidazole
0115-1475	Calcipotriene
0115-1483	Diclofenac Sodium
0115-1494	Sevelamer Carbonate
0115-1524	Ursodiol
0115-1525	Ursodiol
0115-1811	Flavoxate Hydrochloride
0115-1911	Rimantadine Hydrochloride
0115-2011	Orphenadrine Citrate
0115-2111	Demeclocycline Hydrochloride
0115-2122	Demeclocycline Hydrochloride
0115-2611	Terbutaline Sulfate
0115-2622	Terbutaline Sulfate
0115-2711	Sotalol Hydrochloride
0115-2722	Sotalol Hydrochloride
0115-2733	Sotalol Hydrochloride
0115-2744	Sotalol Hydrochloride
0115-2790	Chloroquine Phosphate
0115-3000	Riluzole
0115-3511	Pyridostigmine Bromide
0115-3911	Carbidopa and Levodopa
0115-3922	Carbidopa and Levodopa
0115-4211	Midodrine Hydrochloride
0115-4222	Midodrine Hydrochloride
0115-4233	Midodrine Hydrochloride
0115-4411	Dantrolene Sodium
0115-4422	Dantrolene Sodium
0115-4433	Dantrolene Sodium
0115-5211	Colestipol Hydrochloride
0115-5212	Colestipol Hydrochloride
0115-5213	Colestipol Hydrochloride
0115-5311	Nadolol and Bendroflumethiazide
0115-5322	Nadolol and Bendroflumethiazide
0115-5445	Bupropion Hydrochloride
0115-5511	Fenofibrate
0115-5522	Fenofibrate
0115-5911	Pilocarpine Hydrochloride
0115-5922	Pilocarpine Hydrochloride
0115-6811	Bupropion Hydrochloride
0115-6911	Divalproex Sodium
0115-6922	Divalproex Sodium
0115-7010	Chloroquine Phosphate
0115-7017	Minocycline Hydrochloride
0115-7018	Minocycline Hydrochloride
0115-7033	Fludrocortisone Acetate
0115-7054	Minocycline Hydrochloride
0115-8211	Tamsulosin Hydrochloride
0115-8311	Alprazolam
0115-8322	Alprazolam
0115-8333	Alprazolam
0115-8344	Alprazolam
0115-9511	Bethanechol Chloride
0115-9522	Bethanechol Chloride
0115-9533	Bethanechol Chloride
0115-9544	Bethanechol Chloride
0115-9611	Clonidine Hydrochloride
0115-9622	Clonidine Hydrochloride
0115-9633	Clonidine Hydrochloride
0115-9811	Digoxin
0115-9822	Digoxin
0115-9911	Gemfibrozil
0116-1021	Dyna-hex 2
0116-1061	Antiseptic Skin Cleanser
0116-2001	Chlorhexidine Gluconate
0116-2994	Scrub Care Exidine -4 CHG
0121-0431	Milk of Magnesia
0121-0465	Potassium Chloride
0121-0466	Potassium Chloride
0121-0489	Diphenhydramine Hydrochloride
0121-0504	Acetaminophen and Codeine Phosphate
0121-0527	Milk OF Magnesia
0121-0544	Docusate Sodium
0121-0547	Promethazine Hydrochloride AND Codeine Phosphate
0121-0576	Metoclopramide
0121-0577	Lactulose
0121-0581	Haloperidol
0121-0595	Sodium Citrate and Citric Acid
0121-0638	Guaifenesin DM
0121-0646	Amantadine Hydrochloride
0121-0653	Fluphenazine Hydrochloride
0121-0654	Fluphenazine Hydrochloride
0121-0657	Acetaminophen
0121-0658	Trihexyphenidyl Hydrochloride
0121-0670	Ethosuximide
0121-0671	Oxybutynin Chloride
0121-0677	Tricitrates
0121-0678	Nortriptyline Hydrochloride
0121-0721	Fluoxetine
0121-0727	Ranitidine
0121-0744	Guaifenesin
0121-0747	Sucralfate
0121-0759	Prednisolone Sodium Phosphate
0121-0770	Lorazepam
0121-0772	Hydrocodone Bitartrate and Acetaminophen
0121-0775	Guaifenesin and Codeine Phosphate
0121-0788	Cyproheptadine
0121-0809	Guaifenesin DM
0121-1465	Potassium Chloride
0121-1576	Metoclopramide
0121-1744	Guaifenesin
0121-1760	Mag-al Liquid
0121-1761	Mag-al Plus
0121-1762	Mag-al Plus XS
0121-1775	Guaifenesin and Codeine Phosphate
0121-4577	Lactulose
0121-4655	Hydrocodone Bitartrate and Acetaminophen
0121-4721	Fluoxetine
0121-4727	Ranitidine
0121-4771	Hydrocodone Bitartrate and Acetaminophen
0121-4772	Hydrocodone Bitartrate and Acetaminophen
0121-4774	Ibuprofen
0121-4776	Megestrol Acetate
0121-4780	Cetirizine Hydrochloride
0121-4785	Nystatin
0121-4788	Cyproheptadine
0121-4793	Sulfamethoxazole and Trimethoprim
0121-4794	Theophylline
