product_ndc	class_name
0074-4380	Nondepolarizing Neuromuscular Blocker
0074-4382	Nondepolarizing Neuromuscular Blocker
0074-4456	General Anesthetic
0074-4552	L-thyroxine
0074-4637	Vitamin D3 Analog
0074-5182	L-thyroxine
0074-5681	Anti-epileptic Agent
0074-5681	Mood Stabilizer
0074-5682	Anti-epileptic Agent
0074-5682	Mood Stabilizer
0074-6122	Peroxisome Proliferator Receptor Alpha Agonist
0074-6123	Peroxisome Proliferator Receptor Alpha Agonist
0074-6316	Macrolide Antimicrobial
0074-6316	Macrolide
0074-6346	Macrolide
0074-6346	Macrolide Antimicrobial
0074-6463	Calcineurin Inhibitor Immunosuppressant
0074-6479	Calcineurin Inhibitor Immunosuppressant
0074-6594	L-thyroxine
0074-6624	L-thyroxine
0074-6633	Protease Inhibitor
0074-6799	Protease Inhibitor
0074-7068	L-thyroxine
0074-7069	L-thyroxine
0074-7070	L-thyroxine
0074-7148	L-thyroxine
0074-7149	L-thyroxine
0074-7269	Calcineurin Inhibitor Immunosuppressant
0074-8110	Vitamin D3 Analog
0074-9189	Peroxisome Proliferator Receptor Alpha Agonist
0074-9296	L-thyroxine
0074-9642	Peroxisome Proliferator Receptor Alpha Agonist
0075-0016	Vasopressin Analog
0075-0016	Factor Viii Activator
0075-0026	Factor Viii Activator
0075-0026	Vasopressin Analog
0075-0620	Low Molecular Weight Heparin
0075-0621	Low Molecular Weight Heparin
0075-0622	Low Molecular Weight Heparin
0075-0623	Low Molecular Weight Heparin
0075-0624	Low Molecular Weight Heparin
0075-0626	Low Molecular Weight Heparin
0075-1506	Corticosteroid
0075-2450	Vasopressin Analog
0075-2450	Factor Viii Activator
0075-2451	Factor Viii Activator
0075-2451	Vasopressin Analog
0075-2452	Vasopressin Analog
0075-2452	Factor Viii Activator
0075-2912	Low Molecular Weight Heparin
0075-2915	Low Molecular Weight Heparin
0075-7700	Benzothiazole
0075-8013	Low Molecular Weight Heparin
0075-8014	Low Molecular Weight Heparin
0075-8016	Low Molecular Weight Heparin
0075-8018	Low Molecular Weight Heparin
0075-8020	Low Molecular Weight Heparin
0075-8022	Low Molecular Weight Heparin
0075-8025	Low Molecular Weight Heparin
0075-8030	Low Molecular Weight Heparin
0078-0017	Ergot Derivative
0078-0053	Ergot Derivative
0078-0054	Ergot Derivative
0078-0102	Ergot Derivative
0078-0109	Calcineurin Inhibitor Immunosuppressant
0078-0110	Calcineurin Inhibitor Immunosuppressant
0078-0126	Atypical Antipsychotic
0078-0127	Atypical Antipsychotic
0078-0149	Calcitonin
0078-0176	Hmg-coa Reductase Inhibitor
0078-0179	Allylamine Antifungal
0078-0180	Somatostatin Analog
0078-0181	Somatostatin Analog
0078-0182	Somatostatin Analog
0078-0183	Somatostatin Analog
0078-0184	Somatostatin Analog
0078-0234	Hmg-coa Reductase Inhibitor
0078-0240	Calcineurin Inhibitor Immunosuppressant
0078-0241	Calcineurin Inhibitor Immunosuppressant
0078-0246	Calcineurin Inhibitor Immunosuppressant
0078-0248	Calcineurin Inhibitor Immunosuppressant
0078-0249	Aromatase Inhibitor
0078-0274	Calcineurin Inhibitor Immunosuppressant
0078-0311	Calcitonin
0078-0314	Thiazide Diuretic
0078-0315	Thiazide Diuretic
0078-0323	Cholinesterase Inhibitor
0078-0324	Cholinesterase Inhibitor
0078-0325	Cholinesterase Inhibitor
0078-0326	Cholinesterase Inhibitor
0078-0327	Catechol-o-methyltransferase Inhibitor
0078-0331	Non-standardized Food Allergenic Extract
0078-0331	Non-standardized Plant Allergenic Extract
0078-0337	Anti-epileptic Agent
0078-0339	Cholinesterase Inhibitor
0078-0343	Estrogen
0078-0344	Estrogen
0078-0345	Estrogen
0078-0346	Estrogen
0078-0347	Iron Chelator
0078-0351	Glinide
0078-0352	Glinide
0078-0354	Hmg-coa Reductase Inhibitor
0078-0357	Anti-epileptic Agent
0078-0358	Angiotensin 2 Receptor Blocker
0078-0359	Angiotensin 2 Receptor Blocker
0078-0360	Angiotensin 2 Receptor Blocker
0078-0364	Dihydropyridine Calcium Channel Blocker
0078-0365	Estrogen
0078-0366	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
0078-0367	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
0078-0368	Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor
0078-0370	Central Nervous System Stimulant
0078-0371	Central Nervous System Stimulant
0078-0372	Central Nervous System Stimulant
0078-0377	Progestin
0078-0378	Progestin
0078-0379	Dihydropyridine Calcium Channel Blocker
0078-0380	Non-standardized Plant Allergenic Extract
0078-0380	Non-standardized Food Allergenic Extract
0078-0381	Non-standardized Plant Allergenic Extract
0078-0381	Non-standardized Food Allergenic Extract
0078-0382	Non-standardized Food Allergenic Extract
0078-0382	Non-standardized Plant Allergenic Extract
0078-0383	Thiazide Diuretic
0078-0384	Dihydropyridine Calcium Channel Blocker
0078-0393	Non-standardized Food Allergenic Extract
0078-0393	Non-standardized Plant Allergenic Extract
0078-0400	Beta-adrenergic Blocker
0078-0401	Kinase Inhibitor
0078-0404	Dihydropyridine Calcium Channel Blocker
0078-0405	Dihydropyridine Calcium Channel Blocker
0078-0406	Dihydropyridine Calcium Channel Blocker
0078-0407	Catechol-o-methyltransferase Inhibitor
0078-0408	Catechol-o-methyltransferase Inhibitor
0078-0409	Catechol-o-methyltransferase Inhibitor
0078-0414	Kinase Inhibitor
0078-0415	Kinase Inhibitor
0078-0417	Kinase Inhibitor
0078-0423	Angiotensin 2 Receptor Blocker
0078-0424	Central Nervous System Stimulant
0078-0430	Non-standardized Food Allergenic Extract
0078-0430	Non-standardized Plant Allergenic Extract
0078-0431	Non-standardized Plant Allergenic Extract
0078-0431	Non-standardized Food Allergenic Extract
0078-0432	Non-standardized Food Allergenic Extract
0078-0432	Non-standardized Plant Allergenic Extract
0078-0433	Non-standardized Plant Allergenic Extract
0078-0433	Non-standardized Food Allergenic Extract
0078-0434	Non-standardized Plant Allergenic Extract
0078-0434	Non-standardized Food Allergenic Extract
0078-0436	Nonsteroidal Anti-inflammatory Drug
0078-0438	Kinase Inhibitor
0078-0439	Non-standardized Food Allergenic Extract
0078-0439	Non-standardized Plant Allergenic Extract
0078-0440	Non-standardized Food Allergenic Extract
0078-0440	Non-standardized Plant Allergenic Extract
0078-0441	Non-standardized Plant Allergenic Extract
0078-0441	Non-standardized Food Allergenic Extract
0078-0442	Non-standardized Plant Allergenic Extract
0078-0442	Non-standardized Food Allergenic Extract
0078-0446	Nonsteroidal Anti-inflammatory Drug
0078-0447	Angiotensin Converting Enzyme Inhibitor
0078-0448	Angiotensin Converting Enzyme Inhibitor
0078-0449	Angiotensin Converting Enzyme Inhibitor
0078-0450	Angiotensin Converting Enzyme Inhibitor
0078-0451	Angiotensin Converting Enzyme Inhibitor
0078-0452	Angiotensin Converting Enzyme Inhibitor
0078-0453	Angiotensin Converting Enzyme Inhibitor
0078-0454	Angiotensin Converting Enzyme Inhibitor
0078-0456	Anti-epileptic Agent
0078-0457	Anti-epileptic Agent
0078-0458	Beta-adrenergic Blocker
0078-0459	Beta-adrenergic Blocker
0078-0467	Iron Chelator
0078-0468	Iron Chelator
0078-0469	Iron Chelator
0078-0470	Iron Chelator
0078-0471	Thiazide Diuretic
0078-0472	Thiazide Diuretic
0078-0476	Histamine-1 Receptor Inhibitor
0078-0478	Nonsteroidal Anti-inflammatory Drug
0078-0485	Renin Inhibitor
0078-0486	Renin Inhibitor
0078-0488	Dihydropyridine Calcium Channel Blocker
0078-0489	Dihydropyridine Calcium Channel Blocker
0078-0490	Dihydropyridine Calcium Channel Blocker
0078-0491	Dihydropyridine Calcium Channel Blocker
0078-0492	Mood Stabilizer
0078-0492	Anti-epileptic Agent
0078-0493	Non-standardized Food Allergenic Extract
0078-0493	Non-standardized Plant Allergenic Extract
0078-0494	Aminoglycoside Antibacterial
0078-0495	Lymphocyte Growth Factor
0078-0499	Allylamine Antifungal
0078-0500	Allylamine Antifungal
0078-0501	Cholinesterase Inhibitor
0078-0502	Cholinesterase Inhibitor
0078-0503	Cholinesterase Inhibitor
0078-0508	Anti-epileptic Agent
0078-0508	Mood Stabilizer
0078-0509	Anti-epileptic Agent
0078-0509	Mood Stabilizer
0078-0510	Anti-epileptic Agent
0078-0510	Mood Stabilizer
0078-0511	Anti-epileptic Agent
0078-0511	Mood Stabilizer
0078-0512	Mood Stabilizer
0078-0512	Anti-epileptic Agent
0078-0521	Renin Inhibitor
0078-0522	Renin Inhibitor
0078-0523	Renin Inhibitor
0078-0524	Renin Inhibitor
0078-0526	Kinase Inhibitor
0078-0527	Catechol-o-methyltransferase Inhibitor
0078-0538	Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0078-0539	Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0078-0544	Catechol-o-methyltransferase Inhibitor
0078-0545	Catechol-o-methyltransferase Inhibitor
0078-0559	Dihydropyridine Calcium Channel Blocker
0078-0560	Dihydropyridine Calcium Channel Blocker
0078-0561	Dihydropyridine Calcium Channel Blocker
0078-0562	Dihydropyridine Calcium Channel Blocker
0078-0563	Dihydropyridine Calcium Channel Blocker
0078-0566	Kinase Inhibitor
0078-0567	Kinase Inhibitor
0078-0568	Antimalarial
0078-0592	Kinase Inhibitor
0078-0594	Kinase Inhibitor
0078-0595	Atypical Antipsychotic
0078-0596	Atypical Antipsychotic
0078-0597	Atypical Antipsychotic
0078-0598	Atypical Antipsychotic
0078-0599	Atypical Antipsychotic
0078-0600	Atypical Antipsychotic
0078-0601	Atypical Antipsychotic
0078-0602	Atypical Antipsychotic
0078-0603	Dihydropyridine Calcium Channel Blocker
0078-0604	Dihydropyridine Calcium Channel Blocker
0078-0605	Dihydropyridine Calcium Channel Blocker
0078-0606	Dihydropyridine Calcium Channel Blocker
0078-0607	Sphingosine 1-phosphate Receptor Modulator
0078-0608	Non-standardized Food Allergenic Extract
0078-0608	Non-standardized Plant Allergenic Extract
0078-0609	Non-standardized Food Allergenic Extract
0078-0609	Non-standardized Plant Allergenic Extract
0078-0610	Dihydropyridine Calcium Channel Blocker
0078-0611	Dihydropyridine Calcium Channel Blocker
0078-0612	Dihydropyridine Calcium Channel Blocker
0078-0613	Dihydropyridine Calcium Channel Blocker
0078-0614	Dihydropyridine Calcium Channel Blocker
0078-0620	Kinase Inhibitor
0078-0626	Kinase Inhibitor
0078-0627	Kinase Inhibitor
0078-0628	Kinase Inhibitor
0078-0630	Aminoglycoside Antibacterial
0078-0633	Somatostatin Analog
0078-0634	Somatostatin Analog
0078-0635	Somatostatin Analog
0078-0658	Central Nervous System Stimulant
0085-0091	Nitrate Vasodilator
0085-0314	Hepatitis C Virus Ns3/4a Protease Inhibitor
0085-0370	Non-standardized Food Allergenic Extract
0085-0492	Acetylcholine Releasing Agent
0085-0517	Corticosteroid
0085-0566	Corticosteroid
0085-0567	Corticosteroid
0085-0575	Corticosteroid
0085-0819	Nitrate Vasodilator
0085-0854	Non-standardized Food Allergenic Extract
0085-0924	Corticosteroid
0085-0962	Corticosteroid
0085-1132	Beta2-adrenergic Agonist
0085-1133	Interferon Alpha
0085-1136	Platelet Aggregation Inhibitor
0085-1168	Interferon Alpha
0085-1177	Platelet Aggregation Inhibitor
0085-1194	Nucleoside Analog Antiviral
0085-1264	Histamine-1 Receptor Antagonist
0085-1288	Non-standardized Food Allergenic Extract
0085-1297	Interferon Alpha
0085-1316	Interferon Alpha
0085-1318	Nucleoside Analog Antiviral
0085-1322	Histamine-1 Receptor Antagonist
0085-1323	Interferon Alpha
0085-1328	Azole Antifungal
0085-1334	Histamine-1 Receptor Antagonist
0085-1341	Non-standardized Food Allergenic Extract
0085-1351	Nucleoside Analog Antiviral
0085-1366	Alkylating Drug
0085-1370	Interferon Alpha
0085-1374	Nitrate Vasodilator
0085-1381	Alkylating Drug
0085-1385	Nucleoside Analog Antiviral
0085-1401	Beta2-adrenergic Agonist
0085-1402	Beta2-adrenergic Agonist
0085-1417	Alkylating Drug
0085-1425	Alkylating Drug
0085-1430	Alkylating Drug
0085-1461	Non-standardized Food Allergenic Extract
0085-1519	Alkylating Drug
0085-1733	Quinolone Antimicrobial
0085-1737	Quinolone Antimicrobial
0085-2028	Nitrate Vasodilator
0085-3004	Alkylating Drug
0085-3149	Corticosteroid
0085-3305	Nitrate Vasodilator
0085-3310	Nitrate Vasodilator
0085-3315	Nitrate Vasodilator
0085-3320	Nitrate Vasodilator
0085-3330	Nitrate Vasodilator
0085-4324	Azole Antifungal
0085-4331	Azole Antifungal
0085-4333	Non-standardized Food Allergenic Extract
0085-4334	Non-standardized Food Allergenic Extract
0085-4350	Interferon Alpha
0085-4351	Interferon Alpha
0085-4352	Interferon Alpha
0085-4353	Interferon Alpha
0085-4354	Interferon Alpha
0085-4355	Interferon Alpha
0085-4356	Interferon Alpha
0085-4610	Beta2-adrenergic Agonist
0085-7206	Beta2-adrenergic Agonist
0087-2771	Angiotensin 2 Receptor Blocker
0087-2772	Angiotensin 2 Receptor Blocker
0087-2773	Angiotensin 2 Receptor Blocker
0087-2775	Thiazide Diuretic
0087-2776	Thiazide Diuretic
0087-2788	Thiazide Diuretic
0087-2875	Thiazide Diuretic
0087-2876	Thiazide Diuretic
0087-6060	Biguanide
0087-6063	Biguanide
0087-6064	Biguanide
0087-6070	Biguanide
0087-6071	Biguanide
0087-6072	Sulfonylurea
0087-6073	Sulfonylurea
0087-6074	Sulfonylurea
0087-6632	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0087-6633	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0087-6671	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0087-6672	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0087-6673	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0087-6674	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0088-0576	Antimycobacterial
0088-1090	Histamine-1 Receptor Antagonist
0088-1095	Histamine-1 Receptor Antagonist
0088-1097	Histamine-1 Receptor Antagonist
0088-1106	Histamine-1 Receptor Antagonist
0088-1107	Histamine-1 Receptor Antagonist
0088-1109	Histamine-1 Receptor Antagonist
0088-1111	Androgen Receptor Inhibitor
0088-1113	Histamine-1 Receptor Antagonist
0088-1202	Serotonin-3 Receptor Antagonist
0088-1203	Serotonin-3 Receptor Antagonist
0088-1206	Serotonin-3 Receptor Antagonist
0088-1208	Serotonin-3 Receptor Antagonist
0088-1209	Serotonin-3 Receptor Antagonist
0088-2160	Antirheumatic Agent
0088-2161	Antirheumatic Agent
0088-2162	Antirheumatic Agent
0088-2223	Ketolide Antibacterial
0088-2225	Ketolide Antibacterial
0093-0011	Proton Pump Inhibitor
0093-0012	Proton Pump Inhibitor
0093-0017	Angiotensin Converting Enzyme Inhibitor
0093-0041	Estrogen Agonist/antagonist
0093-0051	Beta-adrenergic Blocker
0093-0051	Alpha-adrenergic Blocker
0093-0058	Opioid Agonist
0093-0064	Proton Pump Inhibitor
0093-0073	Gamma-aminobutyric Acid-ergic Agonist
0093-0074	Gamma-aminobutyric Acid-ergic Agonist
0093-0083	Dihydropyridine Calcium Channel Blocker
0093-0088	Dihydrofolate Reductase Inhibitor Antibacterial
0093-0089	Dihydrofolate Reductase Inhibitor Antibacterial
0093-0090	Mood Stabilizer
0093-0090	Anti-epileptic Agent
0093-0109	Anti-epileptic Agent
0093-0109	Mood Stabilizer
0093-0129	Benzodiazepine
0093-0130	Benzodiazepine
0093-0135	Alpha-adrenergic Blocker
0093-0135	Beta-adrenergic Blocker
0093-0147	Nonsteroidal Anti-inflammatory Drug
0093-0148	Nonsteroidal Anti-inflammatory Drug
0093-0149	Nonsteroidal Anti-inflammatory Drug
0093-0154	Platelet Aggregation Inhibitor
0093-0155	Anti-epileptic Agent
0093-0173	Antirheumatic Agent
0093-0174	Antirheumatic Agent
0093-0199	Serotonin and Norepinephrine Reuptake Inhibitor
0093-0220	Androgen Receptor Inhibitor
0093-0221	Atypical Antipsychotic
0093-0225	Atypical Antipsychotic
0093-0233	Serotonin-3 Receptor Antagonist
0093-0248	Azole Antifungal
0093-0262	Corticosteroid
0093-0263	Corticosteroid
0093-0264	Corticosteroid
0093-0265	Corticosteroid
0093-0292	Aromatic Amino Acid Decarboxylation Inhibitor
0093-0293	Aromatic Amino Acid Decarboxylation Inhibitor
0093-0294	Aromatic Amino Acid Decarboxylation Inhibitor
0093-0311	Opioid Agonist
0093-0314	Nonsteroidal Anti-inflammatory Drug
0093-0318	Calcium Channel Blocker
0093-0319	Calcium Channel Blocker
0093-0320	Calcium Channel Blocker
0093-0321	Calcium Channel Blocker
0093-0536	Nonsteroidal Anti-inflammatory Drug
0093-0537	Nonsteroidal Anti-inflammatory Drug
0093-0576	Hmg-coa Reductase Inhibitor
0093-0657	Vitamin D3 Analog
0093-0658	Vitamin D3 Analog
0093-0661	Beta2-adrenergic Agonist
0093-0670	Peroxisome Proliferator Receptor Alpha Agonist
0093-0711	Nonsteroidal Anti-inflammatory Drug
0093-0733	Beta-adrenergic Blocker
0093-0734	Beta-adrenergic Blocker
0093-0738	Cholinesterase Inhibitor
0093-0739	Cholinesterase Inhibitor
0093-0752	Beta-adrenergic Blocker
0093-0753	Beta-adrenergic Blocker
0093-0755	Nonsteroidal Anti-inflammatory Drug
0093-0756	Nonsteroidal Anti-inflammatory Drug
0093-0757	Nonsteroidal Anti-inflammatory Drug
0093-0771	Hmg-coa Reductase Inhibitor
0093-0778	Mood Stabilizer
0093-0778	Anti-epileptic Agent
0093-0782	Estrogen Agonist/antagonist
0093-0784	Estrogen Agonist/antagonist
0093-0787	Beta-adrenergic Blocker
0093-0810	Tricyclic Antidepressant
0093-0811	Tricyclic Antidepressant
0093-0812	Tricyclic Antidepressant
0093-0813	Tricyclic Antidepressant
0093-0819	Dihydropyridine Calcium Channel Blocker
0093-0832	Benzodiazepine
0093-0833	Benzodiazepine
0093-0834	Benzodiazepine
0093-0840	Azole Antifungal
0093-0892	Nonsteroidal Anti-inflammatory Drug
0093-0900	Azole Antifungal
0093-0924	Nonsteroidal Anti-inflammatory Drug
0093-0926	Hmg-coa Reductase Inhibitor
0093-0928	Hmg-coa Reductase Inhibitor
0093-0948	Nonsteroidal Anti-inflammatory Drug
0093-0983	Polyene Antifungal
0093-1005	Nonsteroidal Anti-inflammatory Drug
0093-1006	Nonsteroidal Anti-inflammatory Drug
0093-1010	Rna Synthetase Inhibitor Antibacterial
0093-1015	Nonsteroidal Anti-inflammatory Drug
0093-1016	Nonsteroidal Anti-inflammatory Drug
0093-1024	Serotonin Reuptake Inhibitor
0093-1025	Serotonin Reuptake Inhibitor
0093-1026	Serotonin Reuptake Inhibitor
0093-1041	Nonsteroidal Anti-inflammatory Drug
0093-1044	Angiotensin Converting Enzyme Inhibitor
0093-1048	Biguanide
0093-1049	Biguanide
0093-1052	Angiotensin Converting Enzyme Inhibitor
0093-1060	Antiarrhythmic
0093-1061	Antiarrhythmic
0093-1062	Antiarrhythmic
0093-1063	Antiarrhythmic
0093-1075	Cephalosporin Antibacterial
0093-1076	Cephalosporin Antibacterial
0093-1077	Cephalosporin Antibacterial
0093-1078	Cephalosporin Antibacterial
0093-1118	Nonsteroidal Anti-inflammatory Drug
0093-1122	Nonsteroidal Anti-inflammatory Drug
0093-1135	Retinoid
0093-1136	Retinoid
0093-1138	Retinoid
0093-1177	Aminoglycoside Antibacterial
0093-1389	Mast Cell Stabilizer
0093-1893	Nonsteroidal Anti-inflammatory Drug
0093-2026	Macrolide Antimicrobial
0093-2027	Macrolide Antimicrobial
0093-2046	Peroxisome Proliferator Receptor Alpha Agonist
0093-2046	Thiazolidinedione
0093-2046	Peroxisome Proliferator Receptor Gamma Agonist
0093-2047	Thiazolidinedione
0093-2047	Peroxisome Proliferator Receptor Gamma Agonist
0093-2047	Peroxisome Proliferator Receptor Alpha Agonist
0093-2048	Thiazolidinedione
0093-2048	Peroxisome Proliferator Receptor Alpha Agonist
0093-2048	Peroxisome Proliferator Receptor Gamma Agonist
0093-2049	Cholinergic Muscarinic Antagonist
0093-2050	Cholinergic Muscarinic Antagonist
0093-2055	Cholinergic Muscarinic Antagonist
0093-2056	Cholinergic Muscarinic Antagonist
0093-2057	Dihydropyridine Calcium Channel Blocker
0093-2058	Dihydropyridine Calcium Channel Blocker
0093-2059	Dihydropyridine Calcium Channel Blocker
0093-2060	Peroxisome Proliferator Receptor Alpha Agonist
0093-2061	Peroxisome Proliferator Receptor Alpha Agonist
0093-2063	Atypical Antipsychotic
0093-2064	Phosphodiesterase 3 Inhibitor
0093-2065	Phosphodiesterase 3 Inhibitor
0093-2067	Alpha-adrenergic Blocker
0093-2068	Alpha-adrenergic Blocker
0093-2069	Alpha-adrenergic Blocker
0093-2070	Alpha-adrenergic Blocker
0093-2075	Nonsteroidal Anti-inflammatory Drug
0093-2085	Corticosteroid
0093-2109	Sympathomimetic Amine Anorectic
0093-2110	Sympathomimetic Amine Anorectic
0093-2130	Nitrofuran Antibacterial
0093-2131	Nitrofuran Antibacterial
0093-2158	Dihydrofolate Reductase Inhibitor Antibacterial
0093-2203	Dopamine-2 Receptor Antagonist
0093-2204	Dopamine-2 Receptor Antagonist
0093-2210	Aluminum Complex
0093-2748	Histamine-2 Receptor Antagonist
0093-3002	Antimalarial
0093-3010	Atypical Antipsychotic
0093-3011	Atypical Antipsychotic
0093-3012	Atypical Antipsychotic
0093-3043	Calcium Channel Blocker
0093-3044	Calcium Channel Blocker
0093-3045	Calcium Channel Blocker
0093-3123	Penicillin-class Antibacterial
0093-3125	Penicillin-class Antibacterial
0093-3127	Antiarrhythmic
0093-3129	Antiarrhythmic
0093-3160	Cephalosporin Antibacterial
0093-3165	Tetracycline-class Drug
0093-3167	Tetracycline-class Drug
0093-3171	Lincosamide Antibacterial
0093-3193	Nonsteroidal Anti-inflammatory Drug
0093-3195	Nonsteroidal Anti-inflammatory Drug
0093-4029	Nonsteroidal Anti-inflammatory Drug
0093-4030	Nonsteroidal Anti-inflammatory Drug
0093-4085	Aminoglycoside Antibacterial
0093-4136	Cephalosporin Antibacterial
0093-4137	Cephalosporin Antibacterial
0093-4145	Beta2-adrenergic Agonist
0093-4146	Beta2-adrenergic Agonist
0093-4147	Beta2-adrenergic Agonist
0093-4148	Beta2-adrenergic Agonist
0093-4232	Loop Diuretic
0093-4233	Loop Diuretic
0093-4234	Loop Diuretic
0093-4235	Beta-adrenergic Blocker
0093-4236	Beta-adrenergic Blocker
0093-4237	Beta-adrenergic Blocker
0093-4336	Alpha-adrenergic Blocker
0093-4337	Alpha-adrenergic Blocker
0093-4338	Alpha-adrenergic Blocker
0093-4339	Alpha-adrenergic Blocker
0093-4346	Serotonin Reuptake Inhibitor
0093-4443	Anti-epileptic Agent
0093-4444	Anti-epileptic Agent
0093-4740	Serotonin Reuptake Inhibitor
0093-4741	Serotonin Reuptake Inhibitor
0093-4742	Serotonin Reuptake Inhibitor
0093-4820	Benzodiazepine
0093-4821	Benzodiazepine
0093-4822	Benzodiazepine
0093-5035	Aldehyde Dehydrogenase Inhibitor
0093-5036	Aldehyde Dehydrogenase Inhibitor
0093-5049	Biguanide
0093-5050	Biguanide
0093-5060	Antihistamine
0093-5061	Antihistamine
0093-5062	Antihistamine
0093-5105	Atypical Antipsychotic
0093-5112	Calcium Channel Blocker
0093-5116	Blood Viscosity Reducer
0093-5117	Calcium Channel Blocker
0093-5118	Calcium Channel Blocker
0093-5119	Calcium Channel Blocker
0093-5150	Angiotensin Converting Enzyme Inhibitor
0093-5161	Opioid Agonist
0093-5173	Dihydropyridine Calcium Channel Blocker
0093-5206	Cholinergic Muscarinic Antagonist
0093-5207	Cholinergic Muscarinic Antagonist
0093-5208	Cholinergic Muscarinic Antagonist
0093-5213	Angiotensin Converting Enzyme Inhibitor
0093-5214	Angiotensin Converting Enzyme Inhibitor
0093-5215	Angiotensin Converting Enzyme Inhibitor
0093-5256	Lincosamide Antibacterial
0093-5268	Gamma-aminobutyric Acid A Receptor Agonist
0093-5269	Gamma-aminobutyric Acid A Receptor Agonist
0093-5270	Beta-adrenergic Blocker
0093-5271	Beta-adrenergic Blocker
0093-5275	Non-standardized Food Allergenic Extract
0093-5275	Non-standardized Plant Allergenic Extract
0093-5276	Non-standardized Food Allergenic Extract
0093-5276	Non-standardized Plant Allergenic Extract
0093-5277	Non-standardized Food Allergenic Extract
0093-5277	Non-standardized Plant Allergenic Extract
0093-5289	Azole Antifungal
0093-5290	Azole Antifungal
0093-5292	Non-standardized Plant Allergenic Extract
0093-5292	Non-standardized Food Allergenic Extract
0093-5293	Non-standardized Plant Allergenic Extract
0093-5293	Non-standardized Food Allergenic Extract
0093-5295	Non-standardized Plant Allergenic Extract
0093-5295	Non-standardized Food Allergenic Extract
0093-5296	Non-standardized Food Allergenic Extract
0093-5296	Non-standardized Plant Allergenic Extract
0093-5297	Non-standardized Plant Allergenic Extract
0093-5297	Non-standardized Food Allergenic Extract
0093-5298	Non-standardized Plant Allergenic Extract
0093-5298	Non-standardized Food Allergenic Extract
0093-5346	Non-standardized Food Allergenic Extract
0093-5346	Non-standardized Plant Allergenic Extract
0093-5347	Non-standardized Plant Allergenic Extract
0093-5347	Non-standardized Food Allergenic Extract
0093-5348	Non-standardized Food Allergenic Extract
0093-5348	Non-standardized Plant Allergenic Extract
0093-5353	Progesterone
0093-5354	Progesterone
0093-5378	Partial Opioid Agonist
0093-5379	Partial Opioid Agonist
0093-5385	Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0093-5385	Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor
0093-5414	Azole Antifungal
0093-5415	Azole Antifungal
0093-5420	Ergot Derivative
0093-5454	Progestin
0093-5455	Progestin
0093-5501	Aminoketone
0093-5502	Aminoketone
0093-5503	Serotonin Reuptake Inhibitor
0093-5504	Serotonin Reuptake Inhibitor
0093-5505	Serotonin Reuptake Inhibitor
0093-5506	Serotonin Reuptake Inhibitor
0093-5507	Serotonin Reuptake Inhibitor
0093-5512	Anti-epileptic Agent
0093-5512	Mood Stabilizer
0093-5513	Anti-epileptic Agent
0093-5513	Mood Stabilizer
0093-5514	Anti-epileptic Agent
0093-5514	Mood Stabilizer
0093-5552	Non-standardized Food Allergenic Extract
0093-5552	Non-standardized Plant Allergenic Extract
0093-5554	Non-standardized Plant Allergenic Extract
0093-5554	Non-standardized Food Allergenic Extract
0093-5562	Non-standardized Food Allergenic Extract
0093-5562	Non-standardized Plant Allergenic Extract
0093-5703	Aminoketone
0093-5710	Sulfonylurea
0093-5711	Sulfonylurea
0093-5712	Sulfonylurea
0093-5850	Serotonin Reuptake Inhibitor
0093-5851	Serotonin Reuptake Inhibitor
0093-5852	Serotonin Reuptake Inhibitor
0093-6108	Serotonin Reuptake Inhibitor
0093-6118	Corticosteroid
0093-6137	Benzodiazepine
0093-6138	Benzodiazepine
0093-6139	Benzodiazepine
0093-6300	Histamine-1 Receptor Antagonist
0093-6301	Retinoid
0093-6723	Beta2-adrenergic Agonist
0093-6815	Corticosteroid
0093-6816	Corticosteroid
0093-6900	Opioid Agonist
0093-6901	Opioid Agonist
0093-6902	Opioid Agonist
0093-6903	Opioid Agonist
0093-7037	Dihydropyridine Calcium Channel Blocker
0093-7038	Dihydropyridine Calcium Channel Blocker
0093-7102	Tubulin Inhibiting Agent
0093-7113	Serotonin Reuptake Inhibitor
0093-7114	Serotonin Reuptake Inhibitor
0093-7115	Serotonin Reuptake Inhibitor
0093-7116	Serotonin Reuptake Inhibitor
0093-7121	Serotonin Reuptake Inhibitor
0093-7146	Macrolide Antimicrobial
